REF_AREA_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Dominican Republic,1386.307282371967,1312.125961677559,1488.715783608162,1537.649396837868,1592.723172356135,1353.518836969563,1491.543739321788,1496.499681105746,1457.401094710408,1570.847780043054,1805.551248785147,1946.557076713664,2089.919382778818,2295.12199916907,2367.538565311998,2425.065550962913,2521.463881973073,2579.828669402285,2569.109691145234,2619.317446362524,2759.257671164596,2808.993444027811,2790.769196425639,2853.361264772134,2823.973338208871,2703.269863898257,2738.514677451981,2952.098457770406,2952.744517889726,3018.159363677199,2794.135325205082,2763.066188038223,3012.194007650238,3171.388089637858,3192.01963139506,3310.880021468964,3445.558621272931,3686.905705396293,3869.939798418168,4033.87604517725,4154.062655277127,4189.807660769452,4312.882945939467,4194.017881309092,4243.094687956527,4582.673842833755,4940.895634022972,5243.057076281929,5344.930677849528,5327.532791656341,5698.414296851829,5802.842389870353,5886.665615217024,6098.905036702254,6451.882897135337,6819.932251551809,7193.701249230978,7447.943407287523,7882.857268986117,8195.983206150304,7565.842764440444,8406.369341837524,8730.593349826462,8857.402786937888
Early-demographic dividend,1061.604738547127,1084.174095315004,1099.123413141842,1128.180859658355,1191.315876265026,1233.393138828266,1255.86759838883,1294.484517067112,1353.953301028263,1410.002262144079,1490.843112221768,1534.648942639479,1600.120138271392,1670.808174973905,1742.220583847409,1749.032400889913,1825.540485886696,1852.193317767631,1847.363283996627,1877.05118340466,1892.469227557997,1912.581807798668,1872.414607248869,1835.462182026517,1826.744172848542,1800.525803594464,1781.764929096296,1788.93581346265,1801.136817521639,1800.49770676036,1845.334426736165,1880.120655363209,1914.296407044756,1941.532340181984,1968.804352782864,1977.806969664812,2049.170691211007,2107.060352985646,2116.741352149681,2125.310279130295,2176.925292134748,2161.299778285598,2164.314192978003,2237.365978402718,2335.194521869201,2431.510805744426,2536.7237358559,2638.124596160535,2686.013017362611,2663.096550769728,2792.947785953701,2885.357054117637,2961.448259014232,3036.956521234992,3118.793727049841,3211.78012733143,3309.409012710052,3419.614199431671,3507.957153730077,3547.022251163677,3357.824456017699,3568.795694013711,3723.916247095114,3839.800397225257
East Asia & Pacific,1144.310100911716,1186.0458978998,1233.602036902169,1297.672611928561,1399.627466429706,1462.6535085638,1548.567249942003,1622.8061775046,1731.025627706611,1880.873739763228,1904.696091870765,1953.505502194462,2044.929810004885,2153.374139554666,2130.749298490853,2166.144070644038,2219.611875045433,2299.39249900364,2395.956164762931,2499.529055751091,2555.106530842758,2633.521174062831,2698.385580907804,2772.606005304622,2899.105084368,3018.126204937356,3117.509542241642,3259.574583818477,3451.182471347219,3572.594422762772,3697.626324591017,3821.682526864295,3930.373981508253,4043.002043654235,4200.789210496739,4384.352596145221,4574.871104872843,4705.145040431202,4673.407788109224,4799.326376125047,5010.907301278769,5129.773295875856,5309.50339902636,5528.288238429637,5808.463859600409,6105.547275736426,6450.911123628961,6879.997353122654,7127.603684148564,7258.262058864731,7755.924452526174,8120.132662146916,8471.73941570275,8845.398214070396,9196.159505899974,9562.106163507558,9937.552602411744,10366.29909788541,10794.50488489291,11164.18030717984,11103.72585827813,11766.08865337113,12080.72163279996,12551.13431094668
East Asia & Pacific (IDA & IBRD),327.1359442732968,283.7571402083814,278.2659730904927,288.7550268734731,312.1959559821645,337.5146732764195,354.7528083388241,340.8337616485243,337.9621611264655,366.4066827622696,404.5882446811175,420.5738158403016,430.4819850813941,455.3727646803479,463.2551304853969,485.0326994251991,490.0133351431815,518.2847369090578,556.9643256849843,586.6686255229075,620.850229690881,645.331287839505,675.0426547574023,714.6651393863526,773.375557637384,821.0309457392111,865.0334345870696,928.051953877325,1001.07978161755,1040.575681563183,1076.618026449783,1145.256899461936,1255.18735557792,1377.512705144556,1507.317888631506,1634.547565059363,1759.995663584464,1865.624987283804,1896.869885710465,1996.09083004515,2127.292384460543,2254.262466710334,2414.248679856384,2607.996010854378,2822.724829423203,3079.469388928505,3393.421473132298,3786.911967330579,4081.045358314557,4373.813559266694,4771.877401704151,5143.658472362723,5485.142260911107,5834.971666278149,6191.753009272993,6556.498725517566,6934.731287447038,7343.901481940826,7772.96857324201,8177.308774747086,8241.558528795922,8840.278991922474,9118.32683314072,9566.43000302322
East Asia & Pacific (excluding high income),322.9607733695877,280.0490925523893,274.5953072947598,284.9495058788949,308.0774494335658,333.058463705789,350.0740177885947,336.3268260379043,333.4808564276094,361.5452528478776,399.2197769473386,415.0156863059631,424.7981683290748,449.3833698503845,457.1807494502967,478.6983741988437,483.6398380567238,511.5857344902577,549.8182426876308,579.186253875183,612.973144398133,637.1769326464037,666.5581087194139,705.7291897942087,763.7469987879011,810.8446940441299,854.3417178487813,916.6366827526411,988.8254710684116,1027.878678342514,1063.511990657479,1131.35983467134,1239.996532154661,1360.874667719836,1489.106621056602,1614.828613858084,1738.839227686313,1843.291564247428,1874.250771325376,1972.385290795729,2102.126523597335,2227.691766762231,2385.911395966717,2577.483667860523,2789.759175386231,3043.604251648022,3354.033703286994,3743.123375301899,4034.029427721935,4323.61203004406,4717.306097124798,5085.058902415918,5422.945687192392,5769.109278465236,6122.121646021739,6482.993156268879,6857.22703692813,7262.110649386702,7686.60682651319,8086.602251238569,8150.223202922962,8742.276391118241,9017.098705044573,9460.051486675777
Ecuador,2391.680042513826,2444.259028681869,2492.226227307447,2472.248967753176,2578.95935355031,2586.06761738802,2501.915578777352,2540.661691700915,2513.002161431286,2553.059247471485,2648.647986305836,2733.315988641565,2787.378775761848,3085.042903571472,3333.368608501175,3595.345136444449,3754.409213847364,3710.305979941545,3815.912353327037,3852.478421365092,3889.178171739429,3999.221986667902,3918.960981027694,3804.532818524824,3803.576989716452,3852.89105504248,3888.315072286607,3785.722280322711,3916.010151861507,3866.167477177043,3919.717580670927,4000.568197876783,4000.031461916858,3996.993774818112,4087.340690119744,4100.687353410306,4093.841544763351,4192.855232084828,4252.043486494751,3979.19293611513,3953.398797283572,4049.000188995097,4174.89793579965,4220.212984666379,4430.237179841884,4589.328492034524,4706.980568238164,4715.303598425548,4939.902150217888,4909.336817056835,5022.203743872045,5359.457246156387,5579.856242821576,5893.321726830364,6055.041727614853,5976.159680565097,5849.135879336722,6104.272535217513,6063.095674289529,5971.389383867231,5355.689331001318,5836.167608870121,6148.022655212125,6238.15868442687
"Egypt, Arab Rep.",754.6651274080563,773.3599526915624,782.464128955335,842.3261123483882,915.1286328750688,935.9542134514944,958.850656911766,942.8606580915272,905.1646645093105,930.0309022647848,959.0560552921032,975.1724357368868,982.1052084132184,993.4293162931118,985.86207772329,1048.969511570977,1160.791936793551,1235.697100732467,1309.77615131996,1335.531521201364,1431.401081689651,1495.854830532253,1599.400832216538,1632.382013641788,1738.325773146847,1785.07842980601,1817.07625746528,1835.113426234698,1882.267977728777,1921.856304000487,1972.137893032145,1940.100193584552,1979.020101312214,1989.979200206797,2024.953738051395,2074.839911401295,2133.648041771246,2204.665759423228,2277.285048345426,2361.864251012366,2458.608350030162,2492.034411887212,2498.481211917132,2524.80477192682,2574.423417891235,2635.703052278194,2761.624107697919,2902.065598049629,3052.212978447214,3135.096613030141,3233.845212467863,3222.376501118562,3220.991942030666,3216.378390262898,3235.662462352572,3306.981594141408,3381.222463062068,3452.909612455395,3568.639662861614,3701.244634518797,3770.869478674215,3837.319923244474,4029.782954579785,4111.249244429662
El Salvador,,,,,,2636.996618759824,2747.271953763823,2816.012164639953,2827.321438137827,2847.564968254941,2858.564299440975,2898.751015009937,3004.669543825272,3077.749593303513,3168.28127650095,3189.065640916397,3278.588612897786,3426.856162368244,3532.987515372561,3320.112202421702,2757.388123931029,2582.451566463212,2392.383900787941,2385.396412565303,2371.584934135846,2339.011553503904,2297.535007310747,2309.064591107331,2305.621793879359,2282.53716167277,2348.204601677611,2341.933822991318,2465.759890607195,2574.951345643166,2670.212785435675,2773.325290275494,2775.046290386947,2842.884874090767,2900.32064261101,2946.433023501198,2964.893468814063,2978.597348446686,3016.06307728602,3057.164676290974,3081.23629665234,3163.361183768328,3302.348173543467,3359.162302413504,3420.449273574435,3337.811508782107,3398.49346060363,3514.069144355002,3601.442229145883,3665.154732705805,3713.94992016222,3790.340891081616,3875.846913579542,3954.840142775724,4046.162917205832,4143.114370978674,3808.531954364088,4247.547503949775,4349.400197213353,4481.196641083564
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,457.6088575426707,460.6949032124629,443.1267799081428,436.5718159058334,415.0306610565738,443.4956763506932,412.6313125400021,412.7902219075075,407.2413601866686,387.1282919104181,366.3144047470229,349.3528822859683,453.6378139170679,485.3922317129252,545.5954708549478,617.2948261287538,989.7772667336288,2380.321068272322,2833.331846293435,3423.12126162912,3839.086427371285,5882.850503065864,6604.005463108096,7082.654891869213,9208.605667071624,10212.45450514976,10521.99967748272,11594.91720684558,13048.07030501683,12627.86238154495,10984.32439324255,11203.90736790911,11650.7196270884,10731.64557291906,10363.48724735489,9068.910032386446,7971.834019045732,7259.109364548028,6578.900397657107,6018.120663218655,5575.262415114922,5487.924792019916,5524.243124185794,5118.219861483311
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.0722335272092,705.9884051580366,829.9150372272684,806.7029953289561,838.6605726352142,895.0337734520532,899.0829741991022,886.0536792183865,845.1324300605436,893.2687354391927,889.0091135929823,830.3796722826013,808.5914201845922,809.7947934688887,789.4024320180846,789.072701743247,693.3988742124936,702.4309364807783,703.8773743816538,751.3748997946678,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9341.225375474787,8637.205760204482,6934.170488772172,6706.559829465961,6738.998971533374,7170.945893489682,7637.257289259513,8732.990243906344,9199.935570437236,9133.895896577998,10006.76926088454,10662.94549418523,11474.66218915414,12424.04402093853,13348.52756052415,14703.61755465535,16234.51460511783,17543.4654204,16688.99684590901,14274.85069006431,14657.9387698819,15820.92151651248,16460.68387532068,16809.53232052595,17413.6860003066,17722.15576695231,18264.98673281444,19270.81382485692,19914.34458673359,20579.87548086601,19946.94499150498,21351.39486800003,21080.65197166841,20123.42218930595
Eswatini,,,,,,,,,,,907.1930107604474,1004.626054186856,1030.458376435063,1092.319479266564,1122.37225672262,1241.495427596417,1178.826838162009,1153.226779479465,1130.662058664318,1127.914949337308,1226.994015019979,1360.659194489421,1331.614162328606,1304.054295860366,1340.022644372114,1340.791371099489,1446.771236616077,1594.969946567909,1623.275887650441,1749.721585166251,2033.432137868745,1987.749925229565,1975.262027557186,1978.112261641356,2025.821703510048,2125.285471409341,2163.66818696594,2193.585436260712,2221.972286678096,2262.842131568756,2279.163653575307,2282.057363331094,2363.179154439355,2438.169879815918,2511.320708464952,2647.50508593652,2792.138434718625,2899.220201829048,2903.381028506511,2929.977204880482,3023.359561852783,3074.202674965979,3222.721501852055,3329.008804958319,3367.363370221374,3393.533678346679,3492.832230490806,3552.085846483063,3546.538619368837,3687.990514274852,3542.915027854983,3621.258057508015,3582.221002665591,3726.436429935446
Ethiopia,,240.2677220180684,244.4244316921239,248.9690863862495,252.419740478843,259.9158579897671,271.6034821566307,275.2702846434028,278.861265577108,275.0614346939466,276.9028840115073,287.0231957890277,291.2684610647229,298.112378618236,300.0101183822644,296.4144268672272,289.4541569968962,291.670235643471,294.6225547323759,287.0897804645426,303.8479909093717,309.2960109877996,300.2459371237699,316.0202524957387,299.134295590365,258.416525420403,275.1281176112219,302.7650636916143,292.6370212851225,280.5929684404855,277.768887497322,247.009335840842,216.2925355248023,236.266715425068,235.4623750443996,241.5263010685372,262.724718922724,262.4113392582825,245.5044767459038,250.2357713001673,257.4126988456635,270.4514354069074,266.3166144569107,252.8066748127975,278.6481056852679,302.4750227272112,325.5433920930646,352.3607031470144,379.2383104481368,401.0687299295413,438.7866164879401,474.1590343352115,500.919355284732,539.0724517594327,578.6329229278125,621.8456738081328,662.3272958752195,706.1642272895415,734.2277266267573,774.5121693916669,799.47559497498,822.3058810020017,843.643330424579,875.3736755192892
Euro area,9942.624121746676,10421.286985816,10927.86235944622,11363.68903951447,11922.87105072806,12416.76044790767,12859.19530499463,13211.10628007347,13866.58380170567,14754.8860676055,15494.08759866015,15985.10576323138,16653.94134525919,17574.76803239121,18052.24313562084,17820.2659728765,18637.75068553757,19139.34756497171,19651.58411722873,20333.88562512457,20685.98401000031,20715.58137212261,20806.06075282719,21052.6240198513,21523.86240218114,21979.44241105059,22478.54772145385,22985.09778083187,23897.36349793115,24772.15965050461,25543.78313566902,26038.56552607574,26220.47051160461,25934.86276837901,26506.85153211679,27095.32562475785,27502.64510665094,28198.38383240814,28984.49948575383,29782.97456073009,30849.34932620598,31420.44510064327,31565.35935808728,31633.50523214992,32189.75971034661,32592.92034762476,33520.5049285655,34353.59653081888,34330.71614961854,32687.19621504565,33303.72969068803,33969.86223469961,33586.12009983783,33418.4268167225,33791.08091679111,34415.61535491216,34945.53404310066,35782.88276626925,36334.40859427236,36888.96612459381,34610.88502089019,36794.27155024452,37931.52708385143,37970.12609168502
Europe & Central Asia,7249.657460970026,7538.61644382309,7803.288130068457,8090.369465100204,8465.87425849411,8747.812320670046,8994.697447382927,9219.552564455184,9631.284064112537,10115.55531604171,10539.69516441586,10848.47610948677,11260.37533183569,11832.05631009788,12004.38594601821,11818.88534196087,12252.09624991319,12517.42396546413,12816.49455748305,13204.60538091085,13308.71655565665,13291.21132596063,13339.25857848274,13521.07836053855,13798.44328143521,14093.53144247632,14390.74516446836,14742.26517222167,15266.16829143861,15704.34390851584,15980.15101360485,15936.04072317149,15759.92724845448,15588.10580797427,15744.70884877928,16055.21442217689,16315.86874092266,16797.33342277242,17216.33190826777,17697.40764021628,18449.63264226944,18838.24023109261,19099.34606987962,19395.95284685974,19958.82811281076,20442.71031898696,21180.31934093005,21891.41488562383,22022.48825335819,20964.63349324089,21438.73459720468,21902.05878145849,21883.823284506,21972.53730709567,22293.10450251404,22657.30949410923,22979.12734279922,23545.24146123846,23953.23231516115,24316.52591067983,22944.30403984377,24492.05749526239,25278.47185556261,25546.8073430255
Europe & Central Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5447.469854835087,5333.637372629083,4994.211827127298,4499.628476554713,4277.406094815507,3908.542766526624,3900.745338054054,3935.97961290303,4049.529774017977,4024.286517524563,4123.30692663006,4429.400158311036,4547.57239077933,4777.842634561339,5072.041982996991,5467.243239194977,5826.104394377093,6277.47602262934,6755.471961059103,7040.761322164523,6686.536744067556,6972.889431879395,7354.410633745263,7571.753301292626,7784.035051748016,7924.093835454019,8001.112292430019,8108.17857341044,8416.396708645469,8692.463191015882,8887.290700587298,8731.997243138672,9379.935524896322,9590.85509732982,9993.200763608951
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,3427.686130174088,3491.857477356637,3488.098371360943,3541.5911574758,3344.198978555212,3158.271757932769,3073.721611718037,2754.022251581313,2769.502189743584,2867.045616594388,3018.43146439384,3083.191525869438,3037.615752560512,3229.908641671737,3212.383729246316,3403.089243012677,3611.299888726326,3937.719416517813,4252.958002568012,4578.872592776012,4892.02633318363,5007.785314049469,4797.711726348252,5095.956444608068,5484.502064318365,5659.574543816731,5974.706883864131,6119.997153728634,6282.673040989669,6399.076392004262,6713.043434558834,6888.146573124518,6984.668701712906,6954.843212430873,7537.932871715358,7813.705503854864,8263.317473303729
European Union,8589.165755349444,9006.125957455059,9439.89550553344,9808.256521597204,10302.89167816137,10753.53061733159,11126.41100179105,11436.27602925618,11988.85705743777,12743.75665657769,13372.53917490593,13784.87036902246,14345.62081050686,15119.94579513223,15509.7936714144,15326.50288348827,15991.1658370663,16382.82255961286,16804.57771474067,17380.82511708402,17658.6223964267,17681.87215202856,17771.96446886503,17981.53191724368,18394.49882295666,18776.78469246271,19208.95128280667,19640.38928664198,20385.1732816109,21105.60973289757,21727.79439753217,21981.51016910093,22115.35385747303,21912.27090659838,22448.20460884896,23016.31918775123,23419.17482077315,24012.09322240163,24695.10226665997,25395.06090478236,26362.68714603189,26896.96264311502,27130.00810189735,27287.44319974253,27892.3626751667,28345.02171005049,29260.42414715091,30078.49229372117,30169.1008017773,28800.31468954648,29388.29983805127,30017.53733689922,29745.21819480494,29662.12249954244,30070.23957069175,30716.62956986472,31247.89527141011,32071.69873590186,32672.32589943768,33259.17642846185,31379.76155784026,33456.23325853381,34527.22971196078,34601.02559987447
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44623.0315871975,42378.21653353933,42333.52157140881,43946.25173829096,47303.86559390978,50120.75308871672,52644.78989993993,52635.03754636089,52757.39604291436,53828.88406343436,54431.45841952312,56026.25388635958,54295.46189205697,56484.70267856388,57802.69382708983,58665.13674972552
Fiji,2135.001078094669,2143.815284411608,2153.386143046383,2219.483121602619,2256.386635257406,2129.251804771102,2068.361891766282,2286.316216598191,2413.465796647971,2424.80444995678,2679.361435634138,2811.370794294809,2970.331779604937,3263.559369178301,3299.670290104862,3268.684366337283,3302.902955264886,3426.106042811439,3408.493925608944,3735.042009628294,3588.633935079245,3725.859288941131,3420.173590454061,3206.539985660241,3392.644044386307,3159.912598751557,3333.211909601494,3066.128435885074,3062.153092203361,3257.204386119941,3414.950562852585,3295.726886445762,3471.431468649208,3522.842312516003,3682.000171044997,3755.268369570135,3910.829670849714,3785.466883133307,3787.487055935927,4073.377124283472,3960.889067327024,3998.797328258583,4086.104378265392,4087.724527984506,4264.597276315892,4255.451012709867,4295.406836336248,4223.448044469001,4240.772695227202,4164.293185675417,4272.359189546328,4375.58089378139,4427.978484602316,4630.351307329614,4883.243071201405,5097.531088325689,5218.858265026414,5500.678453796681,5720.214512266277,5701.104412455767,4729.381351450103,4489.960653285775,5362.786862665544,5736.828897419432
Finland,11153.77877745747,11917.58566453826,12189.78910908696,12501.5395968289,13083.46786600962,13731.41210607558,14004.64619457274,14231.1053660732,14493.67014341837,15893.30997664848,17145.41902106864,17527.38846423722,18771.15897774482,19968.37959113249,20507.01836441794,20784.68830695803,20793.49095673719,20785.06848895604,21330.59874903231,22791.42378888681,23945.06048558463,24150.57838194202,24756.93900967044,25373.68041022495,26052.7866784535,26862.79921231188,27513.38868765279,28412.44979326726,29811.95091623279,31214.67500757522,31291.52230009298,29290.97743977673,28162.35135424586,27807.86147855747,28785.91952528644,29890.52433918643,30883.83486452492,32762.11802967349,34457.45562172344,35886.49496411774,37872.60215069741,38784.1309690781,39343.07000578345,40038.983975519,41521.96286599132,42529.35071883393,44069.39589546025,46213.68991686254,46359.87329619124,42412.51348519247,43556.53864113044,44391.45370027717,43507.93459968256,42883.63855891848,42502.48812508328,42560.34567671027,43529.67619673904,44862.22049470117,45337.24110585856,45898.57098888834,44690.98017973918,45818.07629047383,46356.22563786691,45588.51306430876
Fragile and conflict affected situations,1146.25059107482,1120.007163068943,1182.395297619871,1231.618114697112,1267.516349817146,1318.229207890271,1300.752770777911,1198.654734947579,1244.926901692329,1376.414732643655,1510.513786287374,1589.643037761263,1612.649859417324,1637.722689176545,1775.445410485099,1732.02934519176,1844.582203454182,1891.946389848111,1842.932773215794,1911.660573685373,1967.740607064346,1799.355446242139,1745.228804397381,1625.296474756513,1569.173754823974,1597.463886184696,1559.368633493989,1546.581001877669,1566.891408979131,1547.092737823648,1584.116218800693,1455.450586999764,1422.013037843728,1357.780047791645,1274.889678436287,1237.560518014647,1250.983372302632,1279.523732170256,1312.513818194769,1322.31903553732,1363.126168029955,1387.042385646754,1418.422279893454,1398.440773231448,1518.879270677359,1569.02933736111,1620.780172611304,1677.900192112935,1720.582202765638,1729.831167772411,1806.064706487608,1763.149685544295,1816.401174707591,1835.847329989319,1836.062616539817,1810.689301768877,1809.472976400212,1815.289177371499,1824.235278167695,1825.541508303091,1695.134524082446,1699.602931796158,1686.06013500643,1683.168880331615
France,10733.30389515653,11133.14707245384,11779.29037933445,12384.53658907876,13040.56670693699,13537.04862101426,14119.52064772712,14690.80748193199,15227.47701973669,16176.74410065729,17024.1166968725,17763.42671202884,18407.15401903957,19465.89263859943,20244.61705836553,19922.00194963864,20707.75471955132,21347.55584568005,22078.72282032472,22792.2359546683,23050.92559886269,23186.76125806874,23666.51217488058,23836.40190221253,24102.01762363693,24358.13828089531,24813.03026731334,25308.62091530017,26374.12217568579,27372.05348327357,27992.97515630179,28197.23595681895,28482.51947100251,28257.09624364132,28822.50065632469,29379.6158447459,29683.7786060864,30325.52287426777,31256.50738711783,32152.72074132435,33255.1379678188,33640.67380106276,33753.57829196828,33840.61756436194,34557.14711909525,34946.03724414724,35645.41624782501,36322.16851167814,36257.36588694584,35052.85108368215,35578.19679588139,36269.95615899839,36161.29183342091,36256.08668896232,36444.39491358274,36702.43237333794,36920.53428710446,37580.59793194857,38062.44359715172,38705.2072997191,35709.20458586796,38030.85717284936,38881.22306531859,39117.48450093621
French Polynesia,,,,,,22582.08418197805,23921.76271648149,22026.50178492146,24458.56417999426,22989.29134382532,22564.26633408123,24429.35443669303,22529.57646234968,23513.67707464091,26878.93741192056,24782.1713432428,26025.1982731831,25782.41248266857,27463.01639297291,27647.12167118261,26910.84042977559,26761.75465643616,26376.87140828784,26212.27648527987,26113.4696326268,25163.35558594175,27852.08042086939,27497.83011608791,25864.02303701842,25833.19402463985,25342.11571743545,25766.76380652068,24933.36695529136,24191.29818120848,23405.49424404509,22959.67479230884,22465.2346902156,22081.96511156849,22101.07303199456,22166.35764790579,22529.42046256049,22106.60970589938,21962.7419700283,22085.63127397994,21949.74584864702,21690.87774820426,21574.89550723074,21677.96798977286,21522.64267241746,20527.64607360685,19940.10123259154,19267.80687404269,18994.23381941893,18955.86639454975,18953.92272862566,19166.95947619307,19528.93847074593,20317.08019604579,20709.40630037721,21328.07613556562,19811.81023199514,20184.67939741867,21042.07144723192,
Gabon,3311.296938140358,3756.641607632168,3987.373027177011,4176.149995111741,4307.947118218119,4601.582649524033,4738.291469484987,4857.542246538351,4899.799660246795,5195.799225725946,5527.636050786665,5969.450751811974,6511.217960447235,7026.715765947331,9594.103231808314,11184.72418953515,14823.88299304651,12653.31375029178,9377.062837802516,9187.357658117711,9182.526802195916,9399.27026015795,8866.934616199776,9113.436705357894,9533.316593248106,9058.499549761496,8741.051386077808,7044.156748859465,7730.935748405902,8162.582407795538,8354.263090008759,8627.389857379048,8138.868219053715,8237.7433874389,8322.610108430843,8514.940098995961,8603.008134003612,8870.125508640189,8949.121100836497,7944.645179364661,7596.099706505193,7556.769953148979,7338.75620613605,7301.671544428417,7148.98713447497,7130.225057717535,6724.08148977274,6908.673991629991,6468.385233576093,6264.836114801538,6481.496120735622,6699.233946065119,6803.226680792107,6938.257538622355,6998.605454395762,7047.126546343554,6991.325144673602,6840.059593478019,6724.596142910797,6817.568794687638,6534.279665294444,6479.049006925196,6527.482079004042,6541.697107872824
"Gambia, The",,,,,,,541.0801887731374,526.3933605555687,560.8683401697239,558.5468642494797,576.3284949378002,559.6299136498596,544.8390519321969,577.9419300229009,594.1613795845507,648.280119394208,674.9740301615724,676.4554175376585,696.1849053312128,664.3537545573657,682.144429383382,680.7632357911791,652.0666362080959,696.8494780732817,694.302648852541,662.0081435500225,662.0023254929423,651.2450923574258,653.0000309650736,663.3313098895466,658.7111653321556,651.229615381431,646.4210319326111,641.9187384880015,622.551318791124,609.6184914418465,605.4099248412598,617.297597679527,621.2260582316233,642.8737050911533,659.9112376411409,679.539755947951,640.0389321361304,665.8342223261942,693.563314497133,658.676285443081,636.5960269088658,637.2093059753702,657.6756791922277,681.4334690865713,701.0145245910613,625.4643602709834,639.1398818890478,638.5223685322139,611.879472952196,619.5363642964605,615.1933654943861,628.7772992729253,658.1278332585633,682.7976429404264,670.7586428912512,689.4932395573704,710.6869792163163,727.8387232802265
Georgia,1438.215694446334,1484.579368735975,1536.956234927978,1578.119185895176,1640.504494339961,1789.993421997081,1902.996065497971,2002.25561911472,2072.582852789258,2151.355844950538,2387.468101838826,2421.141781563442,2464.772102364356,2601.53891669817,2806.253644029282,2991.210072766431,3150.857257965287,3345.207149045972,3572.821359977411,3808.019058859076,3948.865350795121,4122.876591270079,4169.979244132319,4311.29871587326,4506.668136748219,4688.071865250605,4266.724946373568,4285.87259530389,4479.400182811313,4146.256807981102,3534.032277327824,2768.81016089293,1513.850174044627,1062.095280802074,966.4195962254844,1029.480546283474,1187.123206218995,1354.783522020656,1431.793360692236,1503.462987767339,1561.198676388466,1661.830191064206,1768.597011688804,1977.461433387411,2105.004728437988,2321.600842851635,2554.812535039136,2891.13702331846,2970.158582824281,2887.256079359217,3090.065136623185,3362.103003196797,3609.780798625996,3806.506006490514,3960.350800919007,4086.622346596499,4225.091549048057,4442.50744127374,4713.653548453031,4975.811481948139,4659.609253182341,5175.198651858251,5736.304495785975,6180.62059946106
Germany,12600.32739687054,13041.15946963123,13524.64910502858,13766.53553629132,14562.83588671039,15196.32661359868,15493.82837669499,15372.21501060169,16171.55314250113,17233.96970300391,18053.28776625116,18584.7134080664,19291.39267107339,20149.47714101921,20320.90089862408,20220.02098348509,21311.94501065796,22075.21890980027,22759.14929878236,23693.26018787362,23977.26986452153,24067.48255039809,23995.2661890258,24436.5473234992,25213.38204263505,25858.05887336121,26437.41773946772,26766.96005814431,27651.03626810167,28507.16212999375,29747.69094052438,31040.29356287369,31425.64760828796,30915.87288519884,31609.1102861092,31990.79498696181,32229.47787028491,32779.28024688788,33461.31922021569,34152.00322562241,35087.08915595146,35601.36283516532,35460.41213364216,35252.97451349771,35670.48702761519,36006.85781059231,37437.39187833371,38570.91464081522,38996.14340762695,36927.19202870133,38517.43978601087,40712.65773630418,40829.03489380498,40875.02628031783,41588.07638755919,41911.01098510537,42528.06371078278,43520.18642129962,43874.01309360915,44207.63205195138,42362.64721368535,43898.77131675186,44180.42983869957,44336.77751573992
Ghana,1100.077342576286,1105.805287857446,1123.832647144614,1145.658689043687,1143.425597558123,1131.601666788051,1057.664208314566,1064.176086724596,1042.416757286488,1077.731790349847,1151.334107691869,1178.326259363663,1117.126815694852,1116.646420781175,1159.053291087724,985.9984453548158,924.2031594225942,917.7646331588488,965.7645576499098,913.1598245171904,891.0226495198112,835.9885647503456,755.8233732918281,699.9597408870866,741.1079204862835,762.272637369129,784.4489542364195,803.428810070189,828.500959290763,849.1572751921057,855.3193621108051,878.0883665246089,889.7585628916003,910.1555718065734,917.8565964425844,933.3135506894928,953.7309002531748,970.3908670382236,991.5882327418522,1010.252230113742,1021.63839077699,1034.581776182355,1051.810293067454,1077.028566020599,1107.614345900902,1142.599574416101,1184.527357675027,1204.566217537858,1281.835164423228,1310.81347015195,1380.367527871902,1536.860371258214,1639.518762040355,1717.526464432509,1725.293876429793,1721.69964380717,1739.726597785449,1840.299250483678,1914.26001947098,1998.308119715203,1968.966801398237,2028.784065995593,2066.173067156111,2086.80608066
