REF_AREA_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cote d'Ivoire,64063495622.48398,64089713718.0807,63932975522.82124,63809914071.84323,64327544357.25512,68911360958.1642,74237745675.62662,81400827010.71043,84871681712.38834,85862015402.3599,85633803213.32268,83789240395.78369,81501353004.06223,77649707795.0553,80122880670.51407,80920957094.44275,83199350239.25882,84115732649.52232,88138707177.7418,91314628222.06197,97567899071.28604,92328066528.4805,99363845372.16748,110055606909.4947,120370018325.6647,129030580269.8062,138285633654.0932,148533653433.3831,155727355215.77,166194369560.7927,167357279085.3871,179178274483.4282,190319312458.7753,202119109831.1946
Croatia,111687865397.8124,88134379294.37729,77810943454.51534,71566162336.89459,75767435817.80287,80888160595.07976,85829602896.79944,91123564871.78076,93175374000.68936,92384599892.22496,95105560087.83607,98064517445.0974,103755523550.8756,109533017769.0213,114101075706.1194,119038316564.4158,125087208033.4188,131402718828.7414,133989499733.299,124859513938.4922,123193786232.0755,123073362516.3425,120299602047.5059,120148686405.8042,119479277762.4335,122254990662.4143,126486394177.1385,130636359799.3677,134430929966.1637,138598879100.7368,127079035651.5955,143131278614.5265,153562595214.356,158634068841.5285
Curacao,,,,,,,,,,,4592374851.475438,4560423233.34023,4578531087.737031,4591725804.547175,4601297765.433573,4632422109.727164,4708205510.001415,4824496454.81444,4930058515.6481,4903864708.402367,4907900913.144636,4932855502.548493,4915642262.610703,4884393676.759044,4853260679.760425,4875495968.50686,4823439884.289574,4761882753.746664,4661687439.155656,4512227577.283058,3680241833.296864,3834212549.949074,4099003268.648556,4271243385.997159
Cyprus,16030766752.76295,16149314464.87379,17667349865.71387,17791021401.01622,18840691432.56101,20416238470.39571,20671151862.54045,21217055204.00569,22513596931.627,23638817595.9464,25048946420.31437,26039021192.42561,27008442624.14088,27716951351.53458,29110100652.19826,30522814954.19892,31961608155.06748,33591032817.36839,34816034629.91036,34114400189.09346,34893417867.87801,35038823193.52187,33830901311.58255,31602298483.33639,31041022128.54057,32102290770.52789,34212564069.06036,36180071308.99149,38449165011.98043,40708280779.44514,39397215911.16862,43883677627.6697,47115983671.49873,48346606477.36835
Czechia,288227558817.7819,254750094025.5935,253459676931.002,253616579175.3286,260995070369.2736,277232633286.7183,288789309246.5045,287068591648.4247,285939980889.5453,289881264949.876,301507444773.4499,310303078884.3451,314999390257.0414,325397006147.1012,340808913746.2842,362535580349.325,386546938966.3651,407763827704.3427,418415711904.8267,398338769676.416,409152333296.4155,416404070845.5322,413194977185.8939,413022210416.9857,422295435416.4223,443236046174.3587,454675392969.7425,478198321273.7308,491732796546.3295,509266889402.657,482250894354.6663,501680871170.6973,515964581727.3116,515524307726.0362
Denmark,235350683188.8437,238782519880.8485,243612639569.5223,243420428205.416,256308800224.4507,264095516745.1317,271743064416.3385,280353192979.9776,286875057060.0336,295387516054.1196,306387773664.8641,309298556417.7544,310710597088.9066,312081113552.1102,320745583311.3672,328313924425.7968,340843984959.8169,344208707438.8049,342772742958.8636,325721584586.4626,330877421844.9255,335214575595.6373,335196365671.5847,339864556529.2768,344208024860.9421,351451588746.1736,362251855890.2455,373324001431.2637,380267855815.5682,386775763489.3665,379890744962.5184,407934531584.3737,414217429534.3929,424552917934.4312
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,4378934655.233477,4688155019.466566,5040990672.514285,5400082232.1998,5694823662.437969,5966718285.138442,6297580606.580269,6380479642.79444,6669027120.132229,6917686896.114754,7379556613.610556
Dominica,724755640.6538403,734523643.5122129,749430219.3028373,765628509.7571656,765892509.8344189,789105659.4843351,813601095.2237673,831383386.1416153,862761681.0380088,865816539.0747972,886078545.0039887,885512830.5527316,860470537.5104176,915137410.6502284,943055418.819766,949240563.4868436,993470005.0009608,1056584880.612877,1131824902.630071,1118587184.470655,1126111186.672374,1123593757.36428,1111694896.739506,1100578607.772304,1152897765.939398,1121406328.152753,1152398051.507454,1076120886.329623,1114297183.215289,1175611201.15737,980411429.7511094,1047967163.805394,1106480895.213753,1158620910.471282
Dominican Republic,52083838070.24942,52575581840.38389,58475052516.1468,62781455384.84698,64413995639.63345,68076208746.65026,72145685449.99986,78556023721.67305,83830650425.71893,88810232252.2744,92950354160.20428,95236483334.63676,99517461737.83427,98178249100.00912,100701561934.9469,110195943803.2991,120305711330.6343,129227524793.0783,133375087708.446,134637022993.3447,145865280908.0529,150435857173.8067,154523752861.7816,162057102731.6926,173482879916.3042,185500071573.6572,197852892827.1911,207086103030.9778,221545947298.9488,232738820798.3524,217098214927.1918,243740486662.9594,255582189311.5415,261615502566.2032
Early-demographic dividend,10351685547700.42,10754143859738.75,11208106932249.42,11616222024970.33,12041565934883.88,12442799651736.53,13186316694658.58,13809346591469.93,14133379020165.0,14560293103145.29,15193924353003.45,15471340313393.88,15854287378477.76,16727129842645.33,17788042149033.7,18876141878076.79,20065159749909.87,21273233395037.88,22045070648304.58,22478067197025.39,23966349918823.61,25201119464095.36,26239352664867.06,27371753028896.33,28650028760539.96,30100444404076.61,31637716087520.05,33211035816926.55,34658596282822.61,35646230417689.01,34248299171386.73,36753079426558.21,38862867035967.56,40762628797648.3
East Asia & Pacific,10413231504642.13,10985634727501.67,11565076187651.33,12173946545082.09,12922108923818.63,13754102135136.9,14612261200850.29,15268497188270.24,15251998650547.19,15884270839017.86,16807711152390.83,17434568895623.02,18308514995242.7,19331820583784.34,20576696583351.22,21917071671584.93,23485693129315.78,25411377089882.87,26691058560591.71,27599917185666.7,29835960313478.73,31622697228963.49,33409787177403.18,35276563367860.2,37102934369520.98,38981640727048.93,40939800228878.16,43150827249240.8,45370388314475.33,47358080928796.22,47297433413015.34,50259111154876.66,51848126645590.61,54063955833391.73
East Asia & Pacific (IDA & IBRD),3994410354864.394,4300535995896.431,4737940933136.135,5226724392548.146,5756615916254.43,6304879345795.078,6855231416725.225,7306237233894.932,7366740984009.402,7795440697740.095,8365038424978.244,8902954566199.49,9580569169828.137,10392760636390.02,11293822920928.95,12347658432850.97,13619672773409.87,15203233665895.44,16436680296268.69,17637868489466.27,19318808159654.36,20896917061434.38,22449905922965.55,24031697988294.6,25648762978075.55,27321129846537.22,29070199055079.66,30980751791154.71,32967839717574.17,34845613096641.7,35100628756350.39,37578468973394.1,38938443014722.2,40891816707235.91
East Asia & Pacific (excluding high income),3998862784491.173,4305415622511.175,4743427260356.468,5232890014416.938,5763436728806.628,6312374397508.326,6863406559766.701,7314983707992.78,7375571198200.642,7804833877021.663,8375161999227.032,8913740978210.416,9592199711781.54,10405422234787.7,11307607455457.75,12362756074091.7,13636363129488.06,15221925469370.1,16456928696092.73,17659654539536.39,19342709315455.93,20922775574254.57,22477691625279.5,24061477521986.86,25680542409424.54,27354980480970.54,29106243679618.29,31019216551992.68,33008802530669.61,34888924570579.4,35144278734487.25,37625267577607.75,38986949894749.59,40942772128532.61
Ecuador,95243516409.3954,99330741873.3234,101430902327.2662,103432355288.2937,107836763999.4442,110265839573.5448,112175365632.7353,117030163748.7484,120852988390.9336,115125298955.44,116382238865.7825,121277592226.3083,127254267786.6082,130924917605.5445,139870228228.0724,147421293755.9932,153821046693.08,156747382273.5813,167037723591.3408,168860126820.2329,175663734153.937,190562612596.4704,201583253116.2811,216119898317.0555,225253266138.5032,225522876523.9837,223971382319.5108,237343367063.244,239821933276.4121,240218607226.1129,218010165471.5284,239415314251.5382,254225878552.2106,260213451969.1731
"Egypt, Arab Rep.",467559613551.258,472821550927.4981,493970193092.477,508299235006.4423,528494838804.6268,553029993810.4271,580619170145.9408,612508834676.3894,646659249202.0864,685804370997.9772,729490135696.2911,755279450118.0099,773332169940.2968,798028182757.0737,830684067473.4774,867830136338.3837,927223026666.34,992942994658.0984,1064000811005.142,1113727950775.211,1171054144075.825,1191718237009.768,1218248266002.379,1244872668304.692,1281172058328.888,1337185145139.769,1395307815739.633,1453648719145.251,1531144311300.784,1616154868524.247,1673531030392.092,1728601012503.642,1842478578400.74,1911731830893.297
El Salvador,32268857747.36012,32750982739.27098,35050744732.77091,37090107666.46873,38830398412.67104,40668661082.36326,40998671772.01347,42285197819.94673,43406718523.05489,44345186421.74769,44845358873.24879,45239824775.72131,45951410325.27959,46670730500.37655,47085822070.95221,48348112958.86428,50444969942.3996,51376992319.81017,52483859774.8353,51377096737.25494,52483859774.8353,54464382833.85188,56037150872.43709,57260415160.26867,58250676689.77696,59648692981.89577,61163210524.26581,62537926514.77021,64046619110.64706,65607737256.24593,60429252054.6952,67623210509.86327,69516357566.73624,71957060938.08536
Equatorial Guinea,532523229.3510878,527079569.8710572,710215053.2305765,788574593.0780966,920020795.1230316,1080898057.751112,1800559954.570018,4500913077.816233,5570981862.188541,7000719507.518249,8275815154.022116,13521016489.04959,16152589488.28337,18406723783.951,25401044477.68709,29655389367.88773,31940312684.59624,36821467655.29619,43375360867.775,43958046505.46139,40035153118.15744,42647015932.69906,46192207712.66924,44282992075.7645,44466795853.20982,40415852453.42267,36852622273.17957,34763996771.58066,32595924793.35038,30809073115.53011,29332985518.41037,29585328380.13516,30539013900.95809,28984789203.27617
Estonia,30351803395.13211,27923706595.42956,22012633145.6822,20748999212.20976,20408212540.22641,21332027381.39585,22386473288.9686,25307910228.84326,26406232415.2477,26293998465.43694,28946441054.75088,30648708801.0567,32773583822.393,35263164042.34366,37661304332.78442,41247812200.37887,45274658891.85829,48702366242.69049,46206217676.25435,39446146234.17289,40412476590.46745,43486644242.48225,45083483020.54079,45875371970.64561,47399713112.57405,48270994280.0622,49764023776.57242,52568064446.05119,54512922203.58311,56544429753.36637,54913795810.28457,58842574492.64211,58878131784.8967,57098224758.72712
Eswatini,4823572045.225417,4908485066.701581,5066842949.680477,5224224875.84178,5349642374.294838,5607797474.447553,5823252061.310478,6003936237.835876,6160281103.099818,6342063311.129008,6453694645.388188,6521765951.652595,6807425762.615969,7071568421.911893,7327835995.952488,7767416503.291313,8232853059.158057,8598011013.023527,8668657766.8221,8804326495.723286,9138341069.578512,9343700589.76197,9847945603.993738,10228195838.44182,10403802488.32426,10544763080.9572,10916887553.98071,11185995230.01887,11272034709.90735,11831366759.25786,11489787751.8442,11880364539.80636,11872331125.4157,12467717218.51615
Ethiopia,41627441286.58862,38656291115.01476,35303831942.15514,39943755961.6606,41217947629.62983,43743582075.15526,49179235600.30189,50720467033.98817,48966482714.68158,51494203955.85529,54621558951.47266,59155861877.07961,60051910923.72157,58753973108.69012,66728416705.87564,74614892096.24799,82699212005.37508,92173371840.41444,102117516049.5566,111106464724.117,125050924184.1253,139029486924.2333,151052495068.2875,167037278011.0592,184171115045.2982,203311030070.3323,222490340833.5012,243769738968.0765,260385444660.0557,282164306399.3504,299262139696.1105,316145105232.4551,332967743594.5952,354604435889.087
Euro area,11959318805715.42,12222274184220.63,12337778358558.49,12243914095302.24,12548200030682.31,12861330987070.73,13089308091233.91,13454434976111.71,13858485102541.81,14269456942003.42,14826358884422.71,15157080791895.98,15310186887530.67,15438166000327.15,15799262510392.14,16085926554863.51,16626462053353.71,17132927294018.89,17205513885677.83,16424699136989.67,16758003156980.51,17035465132712.52,16863616485937.3,16826705761109.86,17066677696762.78,17428283793296.57,17749215517392.38,18208711644601.83,18534020818017.25,18836232757470.05,17667030181191.89,18796622664080.16,19474280607335.22,19572444283825.47
Europe & Central Asia,23952494066622.4,23648759009948.14,22948311247749.45,22461465216713.25,22226680856843.69,22541622839513.89,22837621840145.73,23483231140465.2,23938295308591.45,24639547923453.38,25835185180044.33,26501053924932.25,27060243749752.75,27757222708766.95,28863016418974.97,29816742685170.6,31206940921254.91,32590847374749.57,33141493452497.76,31541565086993.07,32451172843736.16,33377937576661.28,33620932988255.27,33988568632159.76,34561798280129.32,35121246379043.26,35747308343324.7,36823269540839.19,37713582283590.16,38486637569240.86,36636121950134.14,39069969581633.43,39999405144371.36,40622886258326.5
Europe & Central Asia (IDA & IBRD),8368638457850.427,7850886352403.516,7006189135550.414,6555789552310.195,5877076593310.632,5773918741018.524,5748762576166.862,5875309667185.447,5797567573248.935,5963446818123.779,6417591451135.098,6646643497431.608,6979376659278.12,7435862639217.315,8031182298533.428,8546301294406.228,9229598024987.648,9958667726936.615,10421682193813.58,9837113039049.188,10278964911722.92,10844940159236.2,11203099332072.96,11522079396344.93,11694771737887.47,11742824557202.57,11927088779618.86,12381135099562.9,12829176399955.18,13177820608144.81,12933639187482.01,13819528312326.99,13833775594603.75,14339985254409.98
Europe & Central Asia (excluding high income),2829238799754.154,2652715956586.789,2460028992423.335,2307217667564.864,1993829585196.817,1940451298802.365,1961409369569.781,2042775564846.738,2079815861033.801,2063200703106.173,2199812048919.664,2243881782947.812,2384045779478.89,2555266957466.204,2807235156578.142,3021932866281.183,3275052354691.409,3526128723885.745,3644068022702.552,3465504901789.246,3689929936693.827,3970707869134.998,4103745012423.922,4323871944764.425,4391291447063.018,4466879590560.115,4578661805547.285,4815989891323.028,4985874737457.382,5113182568211.88,5090221618357.681,5504634558800.583,5510648581526.352,5785501219866.208
European Union,14043816652027.68,14152461515447.74,14235483986657.29,14153914469340.92,14536722631166.73,14954005608826.6,15259955267184.81,15652322152907.32,16111249456396.45,16577690713929.7,17229758060155.65,17617218490656.36,17837270114622.66,18035692861691.12,18538258568761.66,18933242091992.16,19639224133168.77,20290182834483.04,20467696558972.13,19597767654674.66,19991939913717.98,20382815831610.91,20229606927562.52,20216464155601.89,20561713203368.49,21061296408750.61,21483007244720.66,22118781178033.92,22619053156337.2,23075053368526.93,21781284050460.93,23170156058952.52,24011394551177.14,24138055211062.19
Faroe Islands,,,,,,,,,,,,,,,,,,,2598661867.193179,2480337042.10383,2470916275.77506,2559038124.014373,2740255985.114589,2900729318.758854,3058301056.373857,3087599639.656332,3130407601.854262,3240347944.911005,3329901749.632291,3481029683.078416,3424034046.78936,3612505897.962728,3740967467.621833,3834082322.015394
Fiji,6284654602.834085,6114968694.079325,6487981901.206532,6626178019.195675,6964113072.23461,7138215797.257782,7480850186.235448,7316271529.365438,7411383092.282941,8063584709.484211,7926503897.145717,8085033986.720938,8343755002.640994,8427192497.995557,8873833675.496183,8935950546.93584,9101487589.627264,9024065393.167814,9117265418.980906,8990896682.36859,9256548227.144054,9506951096.237633,9641124064.327597,10097556038.79417,10663374095.60193,11143353824.6384,11415881481.17575,12027015277.64644,12485527311.30264,12412868238.21279,10297880888.48826,9795237609.339472,11733982218.31914,12616881172.51139
Finland,193224562955.6101,181861806714.9046,175839683304.625,174468458307.2581,181385038103.5957,189065546856.3821,195990370490.3792,208529247570.5096,219902995594.7611,229555155521.1161,242763157424.6109,249172741204.888,253377098411.2433,258474538030.7134,268827424158.1277,276293593131.7665,287399416432.0837,302668377750.4586,305042602996.4004,280407268123.8672,289291377174.9435,296206582998.3379,291695829825.637,288837966103.67,287457123295.7003,288798120888.3156,296225818619.5434,306011253921.394,309661900031.6183,313841525724.9951,306023619677.8833,314392488875.2397,318951331100.9544,315238856208.2838
Fragile and conflict affected situations,2962830228328.275,2718016977572.245,2636677964889.843,2493006991137.194,2269462791736.738,2203769821322.456,2223005367228.609,2300822010525.364,2404238062508.427,2470446503940.15,2614368253682.297,2743262608479.415,2876408778329.97,2926151348151.635,3282695231194.588,3458855448112.584,3680365246324.524,3920711309449.613,4111022616594.562,4120972619494.204,4394871960383.557,4518654568426.86,4688999546467.507,4818198323400.061,4869448588682.539,4913290739382.548,5064567833996.984,5193228113644.813,5348630754518.37,5504912923807.275,5253573895271.701,5343793591583.021,5237426834113.306,5339904647802.778
France,2250094908779.189,2277920987824.435,2312455662249.997,2304153996355.015,2359077214332.812,2413449055357.311,2447166866079.487,2509008281330.121,2595634159438.962,2683867760463.493,2795006724329.517,2848096954798.8,2878507517161.984,2906366495225.495,2989728368845.899,3046191356397.731,3128866955150.049,3208042365935.137,3220238426329.074,3129281133461.567,3191876917751.539,3269681361602.654,3275692189195.233,3301300124032.549,3334241584052.336,3369809764022.855,3398791175398.266,3469608893070.451,3526715488715.006,3598217757623.483,3330487114472.451,3559702490270.827,3651216762660.347,3685409951338.107
Gabon,23496300368.91628,24932512547.34519,24162061595.04276,25115630646.93439,26048112439.64864,27343705897.62327,28334928640.37327,29960890946.82319,31002880875.19287,28233510468.76516,27701882953.77291,28293382817.11805,28222922909.40046,28857185126.0672,29056167842.97234,29833769975.25979,28996461844.44765,30738600595.45421,29721635312.34582,29760371852.47621,31870348681.20821,34130515199.10177,35922734804.54703,37948309693.96035,39585765763.24364,41121257791.97145,41981285134.0148,42179706332.6748,42533137085.77814,44200780065.22611,43388475339.41996,44025399637.06706,45362721557.93613,46472239669.02989
"Gambia, The",2798934224.18109,2885898208.376321,2983403727.668696,3073266872.35296,3078010335.605696,3105153715.600482,3174198225.608905,3329733910.413276,3446274554.059561,3666836092.78297,3868512085.818484,4092885796.205484,3959867001.701671,4231909849.739921,4530259494.173939,4423720051.485521,4399142704.392828,4533019593.113564,4816601016.69387,5137662361.475142,5441212706.558778,4998817942.388707,5260834446.335851,5411966056.420959,5335798993.50162,5552329654.690985,5660231389.101065,5933202344.806888,6362463027.664075,6758338859.527408,6798313574.752959,7155630814.363725,7548689488.349296,7910838542.301091
Georgia,62027887438.14735,48940095710.77306,26966102946.75446,19064989882.93675,17082568368.56059,17526130080.08195,19489502932.00014,21539955383.72622,22208019188.50226,22844788762.09735,23265219954.91975,24383648564.95215,25718415555.75724,28562108736.98318,30216621133.33281,33114739064.43867,36234637851.30521,40791350035.0017,41779159245.32229,40253905629.93747,42768329074.38987,46161712229.40302,49198613272.70269,51723921667.13107,53839683818.71305,55643864277.23248,57563697329.24673,60533928053.94348,64203516814.59724,67658127813.2253,63402112372.61539,70150781357.72574,77838277278.26476,83934727777.20468
Germany,3362821870107.745,3534603604562.844,3605797033851.896,3570701678205.225,3663453688090.929,3718603531550.7,3757208430183.334,3826897780899.824,3907115735310.217,3990341859497.728,4105153808977.939,4172336334704.176,4162810463216.973,4140750523622.466,4188881293742.303,4225982099591.384,4388924819191.434,4515769450938.111,4556881160350.008,4304194602220.37,4482679547072.848,4651137248808.275,4673197188402.782,4691246224434.474,4793022761020.518,4872237995856.203,4984041761348.308,5119409557639.473,5176564852880.65,5227703792777.606,5013622134859.601,5197622060268.458,5268815503768.501,5254777355509.637
Ghana,42884426695.24602,45149507665.21413,46901046280.27389,49175747284.6024,50798546816.88039,52887595893.48942,55321726950.64244,57643224355.58047,60352681160.95151,63008197216.10912,65339500564.54763,67953080670.81584,71010969001.33173,74703539483.91727,78886937688.12482,83541270024.06218,88887838295.6953,92751631832.22148,101238219656.8788,106142692099.5793,114527659021.3552,130615500817.7266,142753324240.7026,153192196788.0912,157567733839.8077,160909366269.1636,166337588628.2639,179858996355.4615,191010393846.2579,203440920110.7428,204486487774.3013,214867175690.9599,223069740052.1801,229638666150.0886
Greece,274212579402.8541,282713169553.7377,284692161522.2297,280137086149.3716,285739827911.0112,291739565121.0699,295772777588.9912,306429125304.1689,316960897385.9851,325388209003.0468,338852210493.6154,354610241544.1359,371217126244.8282,392735926127.4866,413856739136.0369,418754758897.5273,445736793612.4144,461368204334.8777,461633369155.7121,442617416660.8787,417415926437.9697,376188677711.223,344847895033.7523,337012547654.9955,339682445439.9117,338906943762.502,338799187578.9876,343790123060.316,350888263303.6278,358878622891.1385,325875314030.7572,354078186087.3788,374415194953.1,383147021134.5715
Greenland,2091647337.028659,2089274057.864835,1982476635.173711,1882799045.563082,1994343023.641202,2068705643.019371,2100349337.430871,2131201922.940916,2296540179.068043,2328183848.974109,2493522080.595802,2525165750.501869,2500641913.676297,2611421493.7752,2791781482.459904,2931021354.159155,3093859958.073538,3166641094.811795,3361900386.909583,3391012841.604886,3449874892.259866,3432745594.421469,3480604705.549353,3435416686.645196,3598328806.859314,3507315627.786626,3671526535.962739,3673462465.189111,3696350539.840132,3801037750.663645,3808168831.737999,3857302225.394634,,
Grenada,888554041.2655938,900865364.3498336,893197660.0044091,875701565.0672077,890532061.8514737,909495720.8078086,949861275.6295406,997501516.7052093,1114742887.315595,1191641891.886369,1249888777.200325,1224592277.729606,1266685476.232953,1386564253.154998,1377586938.515226,1560477974.890629,1498131757.614136,1589869120.919279,1604933808.520235,1498795020.313693,1491133986.71381,1502537785.044308,1485185905.272624,1520104081.636971,1631712007.637545,1736879487.64506,1801831901.673713,1881809375.89826,1963883370.150141,1977169271.686997,1705177563.595373,1785107389.637481,1915790471.341298,1984110023.59567
Guatemala,68564538164.87823,71072799525.28487,74511542394.28673,77437708978.39496,80561345979.32922,84547962453.45055,87048705082.11127,90847588869.40482,95384088478.00682,99053573680.076,102628287114.1698,105022168744.8921,109054271306.4981,111846472515.0504,115356121806.6752,119135219417.723,125510618913.318,133465128866.3254,137860834917.5489,138518290629.0087,142513401130.6214,148447526449.402,152863407738.3839,158511434275.4684,165555646880.9285,172330466747.1816,176945136389.3467,182394783811.1405,188608743183.7524,196186849980.1978,192683831865.1777,208162639922.7456,216905795302.004,224555611845.5381
Guinea,13549165645.27591,13903262657.11268,14358031051.96412,15082270891.42579,15681051993.2358,16403583623.79093,17135441823.826,18023332469.86798,18680124556.92952,19392211658.49727,19877610460.81385,20604802321.28741,21668959892.62232,21939518798.70516,22452929276.47784,23125904765.21721,23401011017.86401,24996368183.61927,26029472119.97595,25737254320.95793,26976081069.21102,28490008891.14355,30175274472.93397,31365896381.05016,32525353401.28621,33769744334.83141,37423842474.54509,41278500248.88016,43903190354.94343,46369195006.29841,48550675963.31614,51260936277.81676,53297229730.40308,56892092937.4174
Guinea-Bissau,1863164226.328838,1958185602.514766,1979725643.511213,2021299881.809425,2085981478.414018,2177764663.591615,2430385364.663778,2588360413.202011,2007384099.376701,2344926162.64325,2370726873.026746,2484189189.06988,2574959873.062331,2567597263.201329,2597686717.867669,2768089020.934444,2841900251.219069,2914647966.123153,3046523403.594743,3121100805.576253,3296049838.869754,3562536841.863545,3501515231.863934,3615527085.701235,3650399775.290693,3874318559.588672,4079913006.11741,4275299698.043268,4436113112.290914,4682337603.17209,4752351400.418919,5046173922.344386,5278592205.911241,5553040377.022873
Guyana,3805285311.294061,4035804403.421349,4348897499.184592,4704424457.527122,5105825859.799785,5362722759.286325,5789355109.09001,6147175789.369858,6043958284.565725,6222868624.705649,6138000899.547078,6277917959.495317,6349023350.956471,6308883213.424763,6407513272.280752,6282505405.44346,6604773389.992729,7079738247.621713,7204003476.793617,7464176672.694582,7773077265.317384,8176985914.016554,8608430725.629171,8922929785.109377,9073414500.730118,9135785568.534073,9483626608.409472,9837791842.3275,10274679607.82926,10824666771.38177,15531194183.08804,18646756094.72563,30456602085.90276,40751730668.28991
Haiti,27050130483.59188,27558820285.22613,26095465413.84506,24679448219.95969,21730098851.39846,23880880472.59726,24869733601.83373,25542388751.10988,26099682890.01746,26807049026.28705,27040286238.51883,26947606229.81098,27231046577.9022,28178899327.96551,27807541798.37709,28661837694.2069,29168794121.22023,30541632149.69664,31353438599.70998,33200274946.60036,31323957578.51317,32920919826.32918,33086322561.42019,34517234583.70441,35514358967.0991,36011559995.69176,36664258025.17466,37584630388.40132,38211470971.35767,37553050262.00865,36311732131.57419,35658760079.88306,35058985451.80247,34405526560.39259
Heavily indebted poor countries (HIPC),781799156562.6487,786299484621.6432,778858436141.2513,783483481227.109,782626494052.4861,821146043171.0658,863184113067.7252,911141405168.8356,943447578899.765,973672568661.9216,1003235943311.063,1038614945682.914,1081644065364.889,1126328830637.079,1189936756013.631,1257895236434.98,1332434128627.192,1406297910874.905,1486239297333.195,1544952801806.206,1642454590189.584,1714361769722.194,1782756297566.066,1885892588190.19,1995870525873.632,2086346048103.812,2181074777564.618,2290515303488.837,2385705304151.445,2490981813592.245,2494488577682.66,2587409941382.116,2702108894128.953,2803059954222.087
High income,41282298814809.35,41439798461098.47,41589263519960.35,41777725649936.8,42651499742858.52,43723600645381.92,44876537778155.74,46380991216514.03,47451093900449.67,49145486747966.01,51365274630948.57,52284383502964.55,53231124798114.95,54591789198627.25,56668010211673.59,58481679757685.01,60615405843324.71,62614012495569.02,63289327601736.95,61015287103948.73,62943325937711.39,64409448055700.04,65385316708498.75,66396484745710.53,67788613962168.38,69237204421061.33,70471491612772.02,72223348815414.89,73982183255086.3,75410346810250.0,72452734943504.31,76669005993301.88,78802585715618.86,80190279779984.69
Honduras,22048820694.59704,21316952332.10083,22611677481.65435,24080468333.00705,24131495687.89421,25625067450.32024,26104455137.47201,27304759667.70221,28285064169.03144,28076984787.45238,30124158654.57882,30944497716.67257,32106258710.40759,33566142510.93229,35658086204.43089,37815614090.95323,40299057568.90581,42792895096.39875,44603719292.41012,43519122818.63242,45142882367.61697,46874423691.18317,48809722279.38044,50172274844.26353,51706583428.86125,53692157582.77009,55782378349.57857,58483870910.2802,60732572687.87949,62287104477.5612,56703014340.79691,63827909343.12166,66472658301.84882,68854110168.68654
"Hong Kong SAR, China",180255891922.1928,190534041192.9113,202413708093.1391,214965600421.0414,227940857442.8055,233351485025.5923,243288664946.3493,255695863011.7925,240654191054.2849,246686635531.1811,265591175379.7547,267080822908.1962,271505553357.7693,279803534851.5016,304146502337.9178,326617320333.5587,349587032088.3032,372187304557.1857,380107138314.0746,370759788477.0917,395851682747.9026,414910797601.395,421965480247.3307,435052774840.3738,447070772135.036,457745825806.2498,467703772033.1931,485458293941.5973,499278940589.3954,490929043330.1975,458798878494.1464,488411631115.7475,470420641269.1579,485834097095.4841
Hungary,220441003096.9159,194226068932.3727,188274631900.2825,187189965709.1114,192706743312.4412,195577159348.4797,195738340934.8659,201890636170.1989,209764380068.3307,216206300536.557,225890601760.39,235093583733.7912,246240044191.0054,256272478565.6435,269097944054.9419,280653756815.7106,291728541761.7139,292537717305.6639,295474629325.7762,275979605618.5014,278949847281.2097,284157387567.9463,280604777960.9575,285662741099.6681,297752587640.9843,308791216901.5641,315587717430.7955,329069549029.5341,346715404600.9777,363580424539.2001,347266403469.8736,371787650322.3533,388828194014.3112,385298855103.7295
IBRD only,21523448724040.0,21486367153904.92,21418874610913.65,21834423742237.67,22203418804295.7,22947202579306.47,24041498098155.3,25168097285871.73,25651578618703.72,26653085890100.09,28217000241300.38,29255136203717.7,30547765983300.14,32337062860049.77,34777677662230.32,37154434016148.98,40108621930366.26,43497317004656.25,45862597034516.37,46751894988877.42,50176642046805.41,53156759927735.84,55853267398422.33,58564818271455.9,61184151252422.77,63667261683064.82,66527455227068.49,69873341023146.91,73232645007963.62,76001709289505.78,74494786821360.25,79923299888183.34,82775169134754.66,86649846457465.39
IDA & IBRD total,23837021472118.67,23845502348186.98,23830649513593.58,24274741007985.48,24670961989792.32,25510132329724.82,26731522993096.98,27961776875074.98,28543907427157.64,29632645531933.84,31316575688419.83,32478290367764.21,33936110704699.18,35899787548755.19,38580767177693.47,41199899818171.15,44409201719439.12,48061308409024.65,50660226216924.66,51792625405040.43,55519497413698.91,58761208855955.18,61655504644298.82,64644606198169.32,67596447161141.22,70365053568294.25,73495128058223.38,77154151290303.03,80857690585268.38,83952537498905.92,82391446089543.86,88163950819881.94,91375127012820.48,95528154246559.34
IDA blend,1059847869263.465,1083364366255.497,1117863097945.153,1115724098201.654,1129194674638.799,1157142531219.971,1210124742729.122,1233613571179.067,1267757188724.617,1296555143854.526,1346184481194.516,1403772775459.827,1490466598075.015,1564565924122.599,1682473473615.068,1788107997481.028,1893292441861.282,1995884133865.288,2073059354389.081,2189668720186.202,2309005060026.136,2411026645080.224,2514706785235.681,2648467229249.673,2791177920971.67,2897220390099.06,2972048002148.333,3054520290528.38,3180873694872.467,3272818517676.361,3226823681333.762,3401061178048.671,3547424734993.535,3630268772059.784
