REF_AREA_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Solomon Islands,,,,,,,,,,,,,,,,,,,,,526656505.9194671,517192386.3892899,508557520.4989766,528343416.8815127,529242658.9704871,512665069.9208459,511632407.8040121,554718559.896492,561653630.9673376,585603983.627765,598487271.2606477,634396516.8507864,714964863.3777316,743563454.5872235,803792103.5265229,884883597.380402,899129405.9723291,890910669.1803144,902416889.603744,898033573.476278,769821323.8624127,708569673.4476258,688729843.8652725,733658906.9196779,790028121.4656161,848157141.8737309,883256261.9437559,915403896.5913904,972396664.3955802,1000248709.930815,1097356737.349187,1178889790.050342,1207961228.623936,1271231099.227858,1286348801.555689,1307909887.55212,1380560770.507959,1423017819.025352,1462093823.209114,1487659506.797427,1437359543.965137,1474218469.897338,1509636294.966025,1556129617.894882
Somalia,917045786.1400832,887131924.9793419,949911194.5566164,976592324.6029342,916916446.1734288,862417853.0601709,940886275.6478652,996783798.7805408,1017018283.873439,999733349.1009848,1045535211.950086,1067892568.68354,1226805153.309115,1077756108.418966,1085866129.979203,1245436283.920418,1222421357.871174,1389224774.28496,1469791734.305362,1396493973.685352,1421532327.175386,1510580019.82938,1552377916.381255,1372667153.428712,1417493883.064035,1552579838.586797,1519262674.66866,1672521628.69225,1729642385.492653,1795501367.52811,1837281436.221373,1891491726.607304,1730935790.231406,1800010451.88818,1478762775.75048,1537774230.120673,1661503776.111392,1681117692.717425,1791844396.131821,1922976864.013369,2059706563.17761,2206158173.711992,2374493939.278476,2555674173.71109,2737390640.235248,2932027718.682224,3122209906.503111,3331221625.500329,3554225324.535021,3792157675.988577,4046018056.391975,4316872744.060825,4605859397.727448,5110628952.831002,5569461522.039153,6152149080.001677,6584944952.931809,7555288951.856349,7710498375.182297,7928267011.332942,7710042965.102646,7976673824.290414,8194206836.484358,8539706089.185964
South Africa,65652787805.92477,68176962953.70386,72388888580.90523,77726634753.27887,83897825365.46758,89034719819.54192,92986424438.81007,99678213920.999,103818221927.8644,108714188432.4599,114420228110.9379,119316194615.5334,121290674451.4969,126836017069.9221,134587120944.5626,136868956455.6589,139948316809.9356,139816794618.765,144031543620.3744,149491087027.6245,159388269160.5787,167932741243.8546,167288855024.707,164199769714.1361,172572564947.995,170481777771.8371,170512207473.7895,174094206899.7492,181406354481.0195,185750664997.1272,185160422891.7308,183275036203.7516,179358388483.3822,181570878123.149,187381146228.4856,193189961762.5882,201497130113.1013,206736055498.9908,207769735777.1917,212756209430.5739,221691970228.1011,227677653424.6833,236102579035.79,243065422272.3687,254135982543.4955,267546870424.2948,282539679229.8738,297685145427.0811,307184409060.7409,302459639039.7778,311653604140.2694,321528523981.7023,329233094599.2629,337416077838.1514,342186555600.7309,346709790458.563,349013858372.6254,353055253707.0714,358551560868.5332,359483563936.6759,337307318679.6387,354021006263.537,360788046853.641,363308097945.4786
South Asia,188385654798.513,196323900577.1686,203014593009.4047,213756762723.1863,230342375188.5146,229095443944.89,231942589709.7302,246111650358.1238,257438216149.0135,272310996098.8326,288396901023.8817,290183425690.2786,285081648450.3792,296147876827.2487,303491381867.9059,324365719394.3172,332821842976.7709,353539569533.4744,375258567400.973,365783804818.1882,389643003149.3937,414754746276.1718,430749262922.5604,459476674312.5969,479014310874.4413,505247342403.4467,529673289040.3737,552287161145.5391,598502034390.5089,630718688628.5903,664758250498.034,678769878175.4131,718183725423.6558,748967053211.1943,793292552979.3197,847425292325.717,904271828299.3214,937680941076.706,988739233927.188,1063019930253.021,1106736038227.95,1154980289267.696,1197958496544.934,1283924902202.951,1380844616023.806,1485964570208.494,1599173004013.391,1713341602925.912,1769849564428.628,1892852437446.239,2032280449858.842,2135345451374.925,2250255774058.749,2385465175901.702,2548820848956.005,2733651859001.149,2946228920258.473,3137776775047.061,3336545179403.383,3467482076840.217,3308577712615.246,3598528699130.503,3825711146764.844,4085038610417.729
South Asia (IDA & IBRD),188385654798.513,196323900577.1686,203014593009.4047,213756762723.1863,230342375188.5146,229095443944.89,231942589709.7302,246111650358.1238,257438216149.0135,272310996098.8326,288396901023.8817,290183425690.2786,285081648450.3792,296147876827.2487,303491381867.9059,324365719394.3172,332821842976.7709,353539569533.4744,375258567400.973,365783804818.1882,389643003149.3937,414754746276.1718,430749262922.5604,459476674312.5969,479014310874.4413,505247342403.4467,529673289040.3737,552287161145.5391,598502034390.5089,630718688628.5903,664758250498.034,678769878175.4131,718183725423.6558,748967053211.1943,793292552979.3197,847425292325.717,904271828299.3214,937680941076.706,988739233927.188,1063019930253.021,1106736038227.95,1154980289267.696,1197958496544.934,1283924902202.951,1380844616023.806,1485964570208.494,1599173004013.391,1713341602925.912,1769849564428.628,1892852437446.239,2032280449858.842,2135345451374.925,2250255774058.749,2385465175901.702,2548820848956.005,2733651859001.149,2946228920258.473,3137776775047.061,3336545179403.383,3467482076840.217,3308577712615.246,3598528699130.503,3825711146764.844,4085038610417.729
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20185217785.81091,21202884179.23594,22367646895.01445,21329717232.69379,11500530835.43153,13010519613.87634,13449448810.70014,11997800760.22418,,,,,,,,
Spain,191405167192.7859,214065001328.8142,235371828736.3023,257959283631.1613,271653078632.123,288639912096.2365,309554934204.0377,322990665935.2484,344298425209.511,374965139499.4749,390882300058.2446,409056268771.8965,442393315520.3469,476848965398.5352,503642087365.873,506372851558.6402,523102354316.0906,537951003054.7632,545821245092.8934,546048013994.5567,558108730888.7727,557369411412.1564,564316808336.9188,574305868280.5563,584555434084.3221,598125513453.2253,617584460083.1029,651842627761.8889,685049605204.6583,718117156819.5403,745271992193.8636,764246620913.803,771348118083.9443,763391725698.3959,781584842385.5143,803136997144.358,824078081021.6127,853640232062.2897,890363641965.9358,929618577504.0408,977964704117.0966,1016292009212.737,1044295489916.354,1074990359309.764,1108471272156.69,1147835586804.091,1194247575041.797,1236446314561.824,1245931907512.544,1198983535253.481,1200112046333.333,1192432281030.214,1158267740706.216,1141735528202.438,1159095456184.342,1206164777553.124,1241326362774.563,1277275696600.781,1307871701738.558,1333521400772.795,1187633217272.875,1267004457572.209,1345296618919.508,1381292229418.881
Sri Lanka,,6530549444.966413,6779887100.025599,6950519813.312703,7222037271.132461,7405257001.033139,7777281520.131406,8278062576.45498,8758280781.663279,9434141515.06593,9797038019.301971,9925076037.875233,9884335594.582516,10581912589.53455,10988875046.97681,11662079154.09501,12051021936.36624,12665695187.95117,13381792930.78005,14238703658.81198,15071102050.2652,15930083244.22182,16589826957.15308,17388459728.73681,18275122774.4664,19188770426.34555,20024546324.97796,20370092037.56897,20873780255.54725,21353731379.698,22720369186.68983,23765503271.07758,24811183335.95584,26523170679.58112,28008446680.95765,29548935121.17416,30671784965.40697,32636435386.25085,34169833188.39288,35639320702.80445,37777691762.36179,37193872241.15716,38668488650.26105,40965500924.49107,43196097553.01891,45892289127.01706,49411443817.36395,52769853736.48231,55909706547.65283,57888301891.56441,62528609282.47354,67949516441.61089,73815041947.847,76805840200.41734,81704500476.90985,85140955388.85092,89443659904.15225,95222329687.41164,97422045729.83342,97207245817.51685,92711882117.99277,96612712766.2867,89514778451.92021,87457719388.6615
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,194002839.8254587,201588164.9737136,216904178.6441445,235211153.8567735,238849643.1555299,240157913.5208212,243007916.6398229,264552530.6352436,287171952.6075366,318350193.8382844,339203230.5698979,370496000.5194927,390798418.4104954,409858640.19708,402216050.6894016,419386548.6150098,447913009.5093759,471660098.86724,497050234.8454867,526092074.9746645,561992423.3824909,559256948.9823363,577264387.5456729,635237944.0359063,668609850.7276477,677754528.4325123,651095766.6454982,677115810.5774037,743018278.3724332,766426186.5244809,771029360.0319875,858287028.9412676,829064585.8323694,828615280.8584311,842010736.0128114,835799755.4907212,883668355.0180646,950623606.036342,957222222.2222222,994866931.1171036,997065001.528822,1017041453.066183,1045836615.954767,885254137.2790239,889500509.7778146,983101307.7309314,1005564662.299042
St. Lucia,,,,,,,,,,,,,,,,,,483072517.134993,532886668.938123,553097644.9595156,540815956.2763213,574942812.2248727,586938086.2065995,616081815.9412876,660843694.0329672,715612866.9864552,818675570.042776,850798200.2899727,969056290.0097088,1056087276.260534,1160541716.545689,1164901616.862681,1257547120.326803,1264881132.092077,1285101017.967158,1307567486.355122,1345782296.246505,1336440815.68176,1420455782.866691,1458390524.880026,1459101469.165579,1409374357.827481,1415243704.289478,1475598349.877061,1582836115.240819,1576341663.850557,1674000085.7178,1702317782.102256,1786570969.58514,1736030671.496375,1741759894.677803,1817124849.126538,1815148614.13151,1778754441.998837,1805807062.093528,1807629629.62963,1869596925.857097,1932815003.726988,1988599864.979051,1974662583.820624,1493611964.144762,1666863089.929516,2006682593.866651,2051031737.245132
St. Vincent and the Grenadines,159183504.3236312,166390192.7486144,172537082.0053305,161727049.5474067,167661988.5225835,169145688.2539291,169145688.2539291,153036568.3836502,162998798.997213,167661941.8393188,185678709.0463886,191189747.099385,240576905.1602847,213869657.1485605,195005088.0971296,180167717.6766571,198863397.8082044,225171854.3894759,247187973.6600508,255548407.0144869,261790739.8469848,273869513.5569516,286130238.5233952,292335247.7265834,311589438.1788521,330843628.2720187,349370012.9801767,350900271.0088135,400288412.2910904,405914909.5492025,422757077.3351271,427557801.8633333,454827184.6126375,474160663.7173529,468244924.4916822,504611870.06482,511110826.9086585,529026032.5185435,550664228.4962355,565588940.0732306,574859123.2462134,584908988.761765,616155570.2108146,657384613.723085,684434010.5645698,701466543.3676963,750547640.198934,775488102.597973,778626043.9272238,767895069.578239,733566566.7176988,729119123.900602,737643344.412283,755807695.0153857,765257213.7456082,786555555.5555555,819165611.5286007,831033933.8489304,857424342.5424564,863098154.7258515,830825654.6675146,837088394.1914647,897022524.1540376,950988378.262938
Sub-Saharan Africa,260033514724.0784,262901709269.1888,278700833053.4839,296187951874.6005,311026059066.632,325642661848.475,332252561152.5062,329716317855.1914,340049856683.7817,370732832611.4738,399838227790.4722,430848054742.0879,443563742473.3819,462784374621.8688,497819728594.1113,496496566547.0793,522206435932.4926,536641022616.9044,535782326502.8434,557011779829.6823,577964400069.1781,573256706384.8308,566433256137.3251,551872833390.9614,564292779478.1671,575484708911.8049,586440365112.9106,603765639091.8146,630467725812.3822,645020494328.1616,660205181628.8298,662524458432.6285,659660783571.2522,653765427485.1683,660251131379.5758,682032330884.583,716978419700.5625,746160210837.7863,764802164180.1587,781590471149.1102,808785810150.0408,842615447117.9479,896154985074.13,932490569521.7872,994051039658.2844,1053847891314.516,1117636569992.367,1186533889255.385,1248102936140.794,1287761764338.138,1364977114185.908,1425237914079.0,1471872164333.872,1547924118704.017,1623400629153.376,1670044721688.167,1691000634720.463,1733344960527.887,1780975326741.251,1828501383037.47,1791744810377.486,1869264625978.868,1937734800896.997,1991977219275.307
Sub-Saharan Africa (IDA & IBRD),260033514724.0783,262901709269.1886,278700833053.4838,296187951874.6003,311026059066.6318,325642661848.4749,332252561152.506,329716317855.1913,340049856683.7817,370732832611.4736,399838227790.4722,430848054742.0878,443563742473.382,462784374621.8689,497819728594.1115,496496566547.0793,522206435932.4928,536641022616.9046,535782326502.8436,557011779829.6825,577964400069.1783,573256706384.8312,566433256137.3253,551872833390.9617,564292779478.167,575484708911.8052,586440365112.9105,603765639091.8145,630467725812.3822,645020494328.1617,660205181628.8298,662524458432.6288,659660783571.2524,653765427485.1686,660251131379.576,682032330884.5833,716978419700.5625,746160210837.7863,764802164180.159,781590471149.1101,808785810150.0409,842615447117.948,896154985074.1301,932490569521.7867,994051039658.2844,1053847891314.516,1117636569992.366,1186533889255.385,1248102936140.794,1287761764338.138,1364977114185.908,1425237914079.0,1471872164333.872,1547924118704.017,1623400629153.377,1670044721688.166,1691000634720.463,1733344960527.888,1780975326741.251,1828501383037.469,1791744810377.486,1869264625978.869,1937734800896.996,1991977219275.307
Sub-Saharan Africa (excluding high income),259907053854.7457,262782809649.8114,278571464163.7033,296044666227.1288,310874090596.9662,325493644384.4372,332079946666.6733,329542519254.753,339861906967.4531,370547038596.4507,399635684410.6709,430611268706.4815,443311064917.7239,462507437483.8954,497541097243.0499,496207950963.8006,521867204398.8559,536325875609.2611,535392974423.2835,556556749327.3746,577535836320.2616,572845159361.0225,566030347309.8116,551472228693.1559,563874743128.5079,575022883804.399,585975127237.8328,603277541129.0524,629953541639.88,644452610873.7023,659594432577.598,661896593295.22,658987067834.0962,653041734651.3182,659545392313.5391,681323434365.6682,716198172777.3004,745283990621.7936,763904327049.1736,780675861794.2079,807832214180.9359,841684255205.4406,895213118753.5255,931605425947.3387,993192386938.008,1052911485364.965,1116611579234.867,1185417486335.502,1247018308546.26,1286704028739.299,1363871726201.674,1424027406092.269,1470624001335.53,1546660307049.777,1622085460088.42,1668612318336.037,1689394659501.875,1731627303187.901,1779172826185.49,1826599487336.433,1790066194584.848,1867576739499.549,1935794122169.011,1989975181829.397
Sudan,9621210052.7813,9623364370.056795,10288901060.57179,9995978959.51054,9883979101.665903,10553823687.51745,10176508923.80164,10321430684.70074,10524063160.67114,10670279283.58614,11302501304.23963,11556504009.11069,10970475252.2477,11039830075.60153,12303370550.46114,14236656553.97365,16609226650.64733,17642960631.54277,16596558979.23782,15763644181.29776,16003931008.68703,17194233566.75298,18218780590.61997,18594543247.95794,17663159912.45049,16553729141.13766,17449916752.44514,19931449274.84004,19865457877.17654,21639720128.43105,20456015800.89771,21992448809.68949,23439081607.55708,24509954458.53963,24756580788.94435,26241255779.40564,27794508186.0374,32884421186.41077,34301247872.54173,35365991403.81389,37610270337.13303,40055073506.84702,42460970095.88511,45131259048.71241,47451406763.00805,50129334265.02218,53403487491.79005,56466323951.37653,58638439292.88441,57015500648.42604,59215296613.7581,57312394053.38596,47566600027.22241,48496595854.76675,50757206252.65214,51726758676.76768,53520457581.10719,53900054790.13695,52455031754.90929,51312429477.39505,49449890489.35497,48525909156.87842,48061119947.98241,38395271297.93446
Suriname,1039858389.184548,1089771591.729601,1132272683.875836,1195679954.177566,1273399151.278132,1426207049.443215,1700038802.727923,1905743497.976245,2050580003.845855,2142856103.916479,2200713218.759687,2286541034.288681,2272821788.017388,2231910996.008685,2240838639.820622,2303582121.699306,2506297348.556357,2761939678.054667,2944227696.758275,2926562330.774408,2669024845.558553,2858525609.607259,2738467534.003169,2631667300.03246,2581665621.496038,2633298934.019617,2654365325.330213,2489794675.337106,2683998659.80501,2796726603.441308,2670873906.353766,2742987478.73293,2753959428.882008,2569444198.103006,2656805272.506804,2656805272.506804,2683373357.719673,2836325576.943847,2901561112.042819,2860939242.835197,2921018934.534739,3043701742.077879,3128925411.812156,3326047695.019738,3608761755.242756,3771156041.838436,3989639610.766868,4193569551.846874,4367326198.30964,4498944263.517633,4731486826.196407,5008248887.000109,5142988298.245044,5293854859.136111,5307380818.792115,5126237646.220717,4874454256.150804,4950790053.581458,5195768566.266481,5256433828.640602,4416708447.150395,4309144555.205409,4412832154.845643,4524898973.180588
Sweden,125833171600.0569,132982122503.9911,138645893871.3426,146032855312.7213,155993996567.2144,161955319014.6149,165341552562.3928,170905938296.2077,177124360556.4973,185996652930.321,198037469823.823,199908223322.5306,204483600352.4666,212597471064.7079,219396754078.2482,224997651941.4661,227378363017.915,223748816402.2853,227667884308.0322,236410339139.9698,240429247341.0631,241522792694.4679,244538602536.3647,249186397767.4345,259725824385.7396,265336872885.0741,272477945632.0504,281616428091.0654,288823101483.1439,296490797089.7296,298728338303.9532,295304986687.6562,291883604521.6817,285854408950.0206,297333335691.278,309506914307.5115,314783454064.387,324431161307.2327,338205617434.5909,352413884474.6032,368734580231.6561,373752198445.9496,382265044440.1786,389455236312.007,405732636290.6077,417065466380.5649,436567442203.2662,450646355053.7261,446486334527.751,427485779310.7932,452069357246.3184,466372427023.6675,464439473181.1281,469723477690.5987,480507219292.5199,501698263620.6632,513486872435.5499,522858808973.7715,532808626955.9128,546393370671.1914,535436339492.2786,567227918052.9884,575505409872.8795,573717486152.9199
Switzerland,212618998359.3221,229859575994.3912,240869714794.5406,252622227723.5413,265900938176.6,271496969441.2212,278179751840.3108,286680708542.1255,296966886912.3227,313694770685.1541,333700361441.9117,347300127583.6139,358415498059.6625,369346839611.9919,374720496445.8416,347428948661.4885,342552171792.0408,350888699908.8495,352324127799.8547,361102326996.1318,377720174344.8157,383768742444.1893,378743607542.5923,381164080521.6664,392631235669.9114,407054920540.0081,414620576468.8262,421194296070.3057,434999343626.1949,453838270018.9127,470515127240.6557,466206071277.7773,466002185360.3241,465415099988.2797,471324743945.9337,473591186505.1665,475823127148.1279,486583035615.4637,501326351582.9737,509661911268.6908,529837997852.025,538186453673.2332,537792409245.1411,537618172697.6098,552143052382.2422,567325324289.2611,590436050103.2384,613559744788.9475,630788401993.2412,616296829272.353,636285784211.7542,647822333890.064,655461803595.1191,667208623354.6448,682887233860.6165,694118186379.6278,708477337578.7224,718132463597.4994,738674253452.2487,747109782866.3888,731108654673.334,770529214794.4136,790318933740.3258,795978145781.8705
Syrian Arab Republic,2416812217.850355,2678627029.753096,3335461123.842607,3046852122.446537,3329336867.234848,3405890769.383333,3145031364.150336,3404738073.352084,3531703487.424208,4194530603.477302,4119161059.724136,4488065485.773799,5639735188.034647,5049263094.630827,6351759533.352758,7390372324.312894,8296021554.480498,8146733163.481874,8956729450.416586,9036264206.863716,10347255986.19923,11149721268.4819,11460696655.69897,11726623777.28403,10834153805.25749,11847234653.61682,10905032498.43079,11088485934.92402,13085648671.65632,11299813272.78181,11722376106.97724,12621068341.99373,14258373042.41082,15135390678.67266,16227110828.65769,17367323301.28022,19073761705.98782,20031990206.43948,21391221744.23209,20631095402.73709,20770487869.9399,20988014510.4076,21818055209.11435,23389922826.42685,25004519710.98765,26558570073.39167,27898767456.13386,29481908620.04438,30801717185.31399,32622727886.40472,34316469200.95203,35294489548.99532,25998267919.35608,19160700666.0922,17185167298.46191,16466863117.00092,15412063258.1149,15300590613.03672,15513754781.29745,15703131995.84015,15593656903.82517,15882796969.62733,15999183136.03337,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,6548213772.001034,6777401245.71111,6696072427.740773,7626826568.475474,7131082790.909361,7088296320.453594,6585027345.763622,4675369345.990692,3908608780.500547,3076075187.914279,2694139780.48735,2244218479.30012,2281936478.834372,2403172744.026424,2492079338.500596,2699528109.30372,2958165475.046765,3277647457.554183,3638188647.667108,4012922039.848826,4281787756.98917,4581513037.470469,4938871059.832412,5329041788.193226,5536874479.124282,5896771269.652152,6333132378.961512,6808117273.388336,7311917934.394794,7801816486.463362,8271431485.074841,8842160257.545006,9469953672.847794,10189670046.82547,10943705646.91047,11425228817.45539,12499200274.92554,13499136339.22483,14619564549.61737
Tanzania,8038068840.547007,8129565884.884821,8869091956.874279,9424297384.731771,9943685369.995804,10377699460.84498,11586045113.72918,12225972344.46582,12994443432.12937,13418275376.66824,7187762855.638359,7468190603.764762,7999575904.349434,8494906638.146438,8674437206.560446,9020497424.963211,9318716167.233322,9323337584.193632,9517636648.215904,9755594117.192757,10022700328.2642,9924596037.392511,9888107299.544268,9849382580.7354,10309641477.2411,10437986617.41297,11011628451.39372,11539803390.96472,12377066378.31368,12842994037.8272,13747792168.77667,14032644802.14658,14114640651.41982,14284835102.54741,14508773000.5317,15026723409.85031,15709592840.20769,16263399690.2487,16866529754.08744,17686894781.29051,18486481203.15434,19608760036.07322,20999647619.28931,22400909970.07743,24081832736.0715,25882267435.01868,27572954444.23208,29439239572.27975,31113277454.49465,32752668789.9028,34828049320.63425,37500111399.44324,39187673997.62724,41845219654.68124,44662433111.64942,47413919817.12405,50669888784.25546,54096327104.73719,57054358529.88576,60363511324.60043,61565931105.41415,64226431583.15387,67159014151.451,70563656177.74081
Thailand,15908737340.23534,16761787111.17001,18028015159.55318,19470225866.56995,20800236244.68608,22502041173.26355,25004834864.43105,27159247018.81676,29365194461.05553,31288808475.02581,34858219809.28069,36564659955.11203,38129081870.5821,42032139795.45292,43909401662.17241,46091876857.82543,50390779136.4035,55350976954.68221,61049773246.54848,64329224521.78963,67657323331.08568,71653751952.26288,75488910649.68616,79704364262.1512,84289302223.72491,88206428692.95677,93087620536.46516,101948580888.5959,115495624611.6175,129575125644.1704,144044991708.4386,156372737078.5587,169012952179.513,182959758879.2419,197591095927.8724,213636116013.3344,225710710647.5798,219495596601.2104,202739225305.4556,212009086618.7294,221454615181.944,229082063572.247,243168402250.1999,260650370324.9808,277043563911.3451,288645146658.3339,302984491694.5868,319452158416.9025,324964940636.7332,322720673508.1112,346967938038.265,349882927003.6331,375224234353.8356,385308369004.1669,389101609925.9328,401296238228.0839,415081396923.2929,432422173710.3334,450682801200.3389,460212749509.6262,432369701127.2776,439150043937.7919,449965296578.6997,458457299263.157
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481437140.7263114,533019666.4827034,588770962.9769553,648853659.1988404,695070456.2926399,741509953.3724353,800698649.6505369,832726547.6365614,816072048.6838282,526754666.8766587,832683747.6392528,968839039.0775476,903891443.1615766,884166144.4019412,887702844.1795467,914197042.5135407,876567844.8797368,966550939.2214276,1076687532.295828,1185938525.425916,1296604518.467027,1373863213.608853,1440641509.409706,1485364306.59745,1551797202.420023,1590282400.0,1638148796.990069,1586016100.268273,1578617300.733524,1960846076.698247,2582939037.579852,2721465328.869053,2161272264.095065,1769696988.718068
Togo,751799549.1723652,843288422.3101342,875111199.7397236,918864084.2564346,1050133110.825919,1212480672.793612,1326559573.447243,1399525278.920037,1469833116.329916,1629028806.038232,1670150423.281214,1670150423.281214,1797502024.326263,1866480876.953652,1956685081.56237,2004438786.809675,1963317272.354119,2099946197.479334,2331894379.410101,2211388079.117909,2533741148.824509,2449742915.016973,2361983262.45174,2234105304.749735,2358222254.63369,2489234522.122458,2528726335.214579,2541626940.630177,2710451200.208247,2820496106.658407,2813623794.871914,2793929342.875575,2682711765.936707,2277734225.912728,2618993805.300194,2824475667.821613,3074052315.262513,3516020423.401883,3435156293.482831,3520408334.205898,3492826652.716963,3521587940.919526,3656345820.126907,3902058527.070306,3863870433.002693,3683570670.783776,3781190159.53558,3736756622.901215,3887558865.031742,4099579483.140328,4339583325.058555,4592288208.093621,4881726146.690094,5166050854.685324,5457066909.124272,5755461035.380258,5998047709.853069,6238457455.159709,6537595250.073119,6859436220.978359,6996086823.909342,7415213717.652642,7842296104.315074,8344824333.951026
Tonga,,,,,,,,,,,,,,,,,,,,,,253486812.2481048,265505294.8223556,270768678.9900573,275475700.1013124,293542673.4687538,299761847.2134105,308711649.9092308,302902091.9472555,304083127.8101059,297867390.3996453,316975427.3983693,317774128.3366954,329652701.246443,345978821.5611399,367526942.423345,367868443.092559,365659282.3324416,374042298.1473417,382654482.5913861,397019684.9684435,402945136.1162678,420792499.443226,421010483.9896085,412725216.038591,410010913.1830633,401131445.0557965,391246331.51865,410272044.1920914,389228430.1681921,392437216.6856717,418745035.8315849,422596518.2655116,424261184.5923448,432706273.8322642,437525514.240726,466396529.4302191,481332022.4906303,484641423.6157188,483631249.2082667,492256304.3845675,494041235.4507866,482629574.435204,
Trinidad and Tobago,3625930527.867573,4134904965.561994,4248303210.382586,4486403495.131883,4828738503.603518,4862242719.288921,5059495230.257466,5162836316.6152,5432085541.872188,5580418665.768032,5777610330.721833,5837716880.984139,6175157163.024467,6277443748.631904,6516463948.440499,6612775029.027497,7036332883.200768,7678172419.784193,8447255062.807111,8751302817.004015,9660634077.2576,10102821447.04044,10486659768.00365,9406499364.86895,8865540412.508186,8500331607.154537,8221591874.135884,7846541060.530233,7538978303.447963,7476411251.050584,7589242845.458267,7825451036.731626,8615272206.666368,8557626148.160897,8862892128.436632,9200560620.545252,9856972544.654118,10598498259.7403,11459580033.5257,12379190433.92714,13233522880.19346,13785165455.09849,14879254017.16341,17027965533.25926,18381697564.37756,19523005747.35501,22101615787.95705,23152372949.80976,23937640567.60241,22886364205.64283,23646929516.20798,23577323736.57355,25333084806.66183,26227795497.12998,27238519130.78741,27026750552.96465,24992409898.00995,23792567178.58737,23649225326.25298,23734663451.53358,21580059922.32054,21356182724.50419,21672731505.43641,21964809529.12773
Tunisia,,6137829834.25719,5856098258.059875,5227504980.581864,4983069468.884055,4856664332.920003,5024455669.614041,5032592899.691463,5556472161.508929,5820283202.691588,6092068996.383879,6735403513.061679,7930447182.127945,7878531024.949482,8514705256.35544,9124026071.467636,9842712161.11329,10178456507.12413,10833997304.52637,11545522371.7561,12402054611.39683,13085912934.96649,13021302861.97695,13630949504.46091,14414571426.66693,15228789050.44398,15008430237.26418,16014200843.11404,16025756542.69484,16305678292.52052,17601950274.69769,18289226397.40802,19716833823.73137,20148598741.3692,20789004085.00825,21277892826.37056,22798428275.9891,24038877877.61869,25188840697.72216,26713932931.46218,27972151936.74606,29034050813.97937,29418042728.45765,30801396632.29496,32722107265.80779,33862978438.27385,35638786833.82444,38029978711.5099,39641606104.30343,40848078614.32767,42061729256.05539,41200879648.1279,42938187711.576,43981556030.35939,45340730384.70702,45779494041.92953,46291045987.63409,47326964919.9643,48569264671.6842,49340470115.96896,44893939452.69409,47020260421.79904,48277261609.99678,48296165328.52332
Turkiye,68944998408.55186,69742050427.91557,73627678958.99321,80302989304.5621,84686775101.49594,87077931215.87189,96841818579.71812,101424867564.4186,108299441041.4692,112719298936.9866,116364087582.3408,122841720846.4462,131963687012.0799,136268783925.235,143892306160.7939,154215302356.6796,170348042039.5396,176151237350.2431,178798672446.0582,177682765667.944,173334245745.7936,181752481253.7641,188228736215.1317,197585738738.4222,210847724567.3351,219790484416.625,235202261561.9341,257512463440.7529,263488649928.8254,264253410107.1512,288739518672.1024,290819248892.619,305463844599.1001,328835693448.7031,313485158693.2562,338182356112.3583,363139079302.896,390656537292.6642,400048507437.4628,386994250934.2048,413825489994.3359,390030497194.8798,415178579551.8199,439106176635.5547,482120738379.8342,525474505335.9221,561984411360.1577,590328139721.3002,595139459121.4081,566434966772.8258,614169032343.3735,682956643134.5242,715659972210.858,776389567770.0907,814741000960.4923,864313810469.0094,893035686216.222,960031200973.5988,988958576886.064,997053346501.186,1015597272884.832,1131775463573.958,1194401442556.952,1255449309088.755
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,9134688479.308537,10141662024.1433,9710101901.706362,13145978551.505,12540571637.20693,10663751366.94985,10823707656.00029,8951221333.600548,8306729733.447647,8863279974.394817,7852866037.135553,8410419552.77543,9798138736.698065,10334005228.0022,10782898471.21713,10810629921.41891,11164010879.75788,11722256910.1313,13250139963.35138,14704118675.07719,16330291193.84434,18730843999.33946,19873425504.81275,21701780648.88161,24891942388.61422,27654947984.18057,30475752706.60883,33614755226.41318,35799714285.71429,38019296559.41064,40490550853.57668,43000964982.7593,45710025794.8484,48406917338.9257,51408146222.39616,54595451255.39505,58035050718.99907
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777808573.0004641,770245945.2594625,778494332.0345169,846311282.1684201,942070000.0,1010381196.604847,985121666.689726,1040392839.711213,1095647325.717687,802200837.9557706,874603454.301532,928828863.9685292,939974780.1068256
