REF_AREA_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14658007987.33527,13485390274.2879,10630714368.80222,10020458824.88032,9855880341.85316,10302024682.74766,10811255595.13203,12222125501.00547,12752545890.575,12698343966.84218,13979306555.91679,14801394584.66093,15827575290.60976,17029885620.38086,18188036227.59219,19920093472.6082,21864806615.31875,23520173219.82187,22314690792.69648,19050002368.65117,19516679023.62851,21001308236.95781,21772480719.15117,22154913169.85624,22891073863.27304,23311847750.93944,24032886893.16991,25387061799.8453,26326305513.73632,27307395615.81014,26519902198.99569,28417254674.45701,28434426605.46521,27574843698.09529
Eswatini,,,,,,,,,,,400268071.4356815,455279449.1145617,479975146.2429349,523262538.7088965,553316054.0971711,630273708.2141557,616915449.2153244,623143783.8381697,631413704.0128537,651031380.8425449,732078617.0975806,839265476.4346305,849106433.83716,859315706.6372589,912264635.9035808,946861503.1049744,1062989124.221403,1218255589.857981,1298292808.391047,1465916744.052285,1774023133.176554,1805252616.844314,1863493800.98989,1921376045.752959,1967502348.309401,2062447155.876181,2141687481.854553,2208139875.630301,2265640708.028181,2332496938.062706,2373552937.124475,2398588340.532233,2503648886.558385,2600795810.799639,2695046420.175539,2856716232.837396,3027895435.592527,3162193970.235952,3188176576.973742,3238073097.905279,3360917656.933647,3436445198.765245,3621897455.235956,3761746659.514851,3826331630.219177,3878174403.552403,4015035098.774795,4114008066.967451,4145651841.800196,4351364120.039527,4225737498.258446,4369384623.382768,4366430077.906135,4585402385.654146
Ethiopia,,5263329225.835452,5491025655.441957,5739145003.597466,5973903904.190082,6318713576.236328,6777237221.571454,7052500667.162542,7344628492.481281,7446620220.113732,7705965802.72539,8208893824.024947,8555896866.539497,8993092031.614922,9287495137.522076,9403229559.944618,9417222535.574646,9673906039.891096,9938971677.89437,9829567086.081873,10461034808.89518,10919390083.46541,11019413209.70125,11926862517.73547,11587182914.65421,10295866350.44715,11290613046.45686,12855416412.18343,12920165915.28072,12873518408.22926,13224508680.37006,12280612057.84764,11215578415.09161,12689623265.693,13094417753.48063,13896779695.89128,15623617690.37414,16113247315.52744,15556028804.39651,16359053695.24483,17352574603.75825,18793064976.11355,19077728362.31047,18665390025.60387,21198769337.7279,23704202269.32404,26272487888.34872,29282307975.89892,32441436121.85634,35297110794.62138,39727088219.906,44167899823.55392,47987456602.71226,53065618849.70631,58508820967.92874,64589328550.5953,70682351658.23361,77442545814.92818,82721144195.29143,89640011587.04424,95071775775.76392,100435279209.6805,105779617467.5912,112653319434.8363
Euro area,2685989665587.019,2839518818243.182,3003142483182.162,3150075374762.396,3333885793756.411,3501878424218.38,3655858899276.145,3782319990592.252,3996435022340.216,4281563661558.631,4521707076162.57,4691885853755.881,4921696684982.486,5226975943566.325,5398796710929.702,5355287986618.05,5624953746529.204,5799638726971.398,5979487447306.007,6212846829753.853,6348411409999.599,6383038662707.78,6427015573366.666,6516701975920.761,6673397300275.636,6827202947845.849,6999206725507.269,7176477287709.363,7486387332147.635,7794165537388.841,8074057958810.695,8264846663029.752,8357590724327.685,8300535198143.854,8509336327958.658,8719497561287.313,8871483760275.256,9116714437876.102,9390292581847.398,9672972584417.283,10050398133574.74,10270033710725.82,10367290674625.88,10445394784084.28,10686912184842.27,10876275576480.26,11237542120581.13,11575961303980.02,11624175362231.84,11103080740374.99,11338614919727.62,11540240749125.59,11434319455839.13,11414909466215.88,11580654068039.42,11828599572765.35,12044172080940.91,12357018842215.92,12575550971089.45,12780330570620.38,12007290120801.18,12771092524492.24,13223961016884.53,13277044442520.63
Europe & Central Asia,4841957852107.089,5092712316008.839,5332315360132.357,5591977648722.409,5918140810049.678,6181933893297.995,6417209084914.854,6639426832899.859,6998420140485.774,7415151389741.27,7785926540035.69,8075963214219.945,8453486427664.184,8954209856820.223,9153903112013.443,9077857466657.564,9478463184506.217,9752547796604.84,10055260869714.83,10429817877226.36,10585258529918.51,10640178439742.3,10741404302034.58,10951361776555.64,11243757876205.36,11554921534063.76,11872864047589.88,12240426186428.08,12756434451735.19,13205492356534.72,13507865861307.95,13532397884294.45,13437930495219.78,13336469721407.0,13504623871137.39,13799533106295.19,14049160970438.78,14484929449378.46,14863162559053.3,15295992101868.69,15966173596452.55,16324988884579.55,16582129419227.61,16883080674540.55,17422592453491.6,17894868290063.12,18594436391931.21,19271853340223.29,19464360928862.99,18601521788136.97,19090094466540.13,19544563587559.12,19605491986628.21,19776016030917.23,20160195310364.54,20583236057318.35,20970219841563.17,21573000315957.01,22030706426596.08,22439576510417.53,21225512851728.84,22657010856694.61,23392327133708.64,23630026939259.3
Europe & Central Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332723298434.554,2298747283395.414,2163153291719.493,1956638463342.33,1865600018663.507,1708448629937.06,1707731158505.172,1725240332183.007,1776277825269.302,1765596369447.058,1808689655426.077,1941953299697.985,1992293135633.278,2091772716195.107,2221077271707.425,2395396277935.065,2553774956503.903,2754018863128.225,2963492348298.236,3096053310125.997,2950801917304.241,3088547930159.702,3271580884542.903,3384422116461.452,3497448867935.269,3579283046183.677,3632527035829.263,3700007289233.976,3858954641110.176,4003014497689.055,4111028773128.144,4050887163670.151,4350328682754.024,4425605811352.666,4587133497442.344
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,686202272553.1663,708813319100.8785,717617657295.3671,737404845098.2936,702847336362.6539,669655683287.5558,655919727999.4935,590269315156.2087,595761363844.6122,619287872546.6598,654009758831.3827,669375446804.619,660924289636.56,705691749354.7045,704909601914.4624,750041750560.1079,799540683083.6428,875801128555.7476,949941271476.4424,1027579199614.655,1100784547167.531,1134385964216.693,1095082072254.371,1172612395863.82,1272339605489.193,1323854144310.438,1409923040879.75,1457249190086.573,1509288407449.505,1551185796651.402,1641541930861.358,1698995210945.643,1738193065542.898,1743268489213.326,1900944480354.763,1959943174348.599,2058774213973.765
European Union,3072438478859.368,3248356312565.74,3433373887713.87,3598068531672.344,3812636961168.999,4012456265666.914,4184182266197.864,4333238347102.344,4574703004690.569,4896485525219.226,5167231605632.744,5356157850681.691,5611967640142.988,5953327366655.689,6143811574151.45,6106043405866.079,6404307682950.555,6593198639128.945,6794308372546.482,7058564465642.893,7204473895580.574,7244699922065.105,7304068362857.444,7409688121838.523,7596897662958.041,7772894084092.372,7973386210842.736,8176230601931.271,8513946817462.99,8845411249302.928,9137081390856.049,9270510147123.602,9354108862472.615,9298356988319.137,9549563935190.805,9809786551827.412,9997765965031.588,10266314052830.84,10572469775388.2,10890061092406.09,11318534007345.5,11563177080157.09,11690138584403.25,11799825426851.25,12106691064531.72,12346863024368.03,12787037124124.62,13188759129146.76,13270973190778.73,12698879094784.66,12976295644548.13,13230730453866.33,13130043284418.78,13125102945888.34,13338839168176.54,13655089869785.3,13920536464164.77,14309680304964.46,14603024724373.06,14876936810776.61,14047261785039.77,14940354568036.28,15462923840803.03,15529080146569.13
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166314314.463677,2067675562.887918,2059822159.100039,2133282898.131858,2284350973.395497,2418125853.518227,2549481885.274291,2573905971.054594,2609591837.866716,2701241060.071263,2775895516.47884,2901879820.043994,2854366727.127327,3011481923.307633,3118570937.35915,3196193980.398546
Fiji,864434181.5065161,894841362.6051115,927110256.4826174,986063083.3331252,1034156148.217716,1006231171.639704,1006231171.639704,1140581429.922989,1230872383.222059,1262830883.124141,1423244642.271626,1521291775.579602,1635164674.340738,1825054197.550628,1872526593.261318,1882454938.679839,1933961979.00807,2048143322.922892,2086308455.419904,2341355904.239612,2303813270.472498,2449644432.559414,2303192778.242031,2211983511.007932,2397635828.472513,2287021502.385026,2464263564.039843,2301252036.269184,2323246364.595414,2496064122.37582,2640835909.46291,2569533241.378757,2726274818.177781,2784345355.700961,2926346957.941603,2999505589.120667,3143481870.302621,3074325289.001,3114291531.639764,3388349146.538472,3330747264.716901,3397362214.899179,3506077775.666242,3541138530.449585,3728818862.103221,3754920609.14392,3824479907.834523,3791946804.661692,3831109812.095559,3778009185.478979,3889636980.987578,3994857224.632577,4051237219.175382,4243031681.174107,4480790593.488341,4682479912.052034,4796997076.031269,5053797835.531784,5246466346.360384,5215934725.851369,4327208949.46684,4115996320.434257,4930664222.845679,5301661741.405681
Finland,49407157701.10403,53164409237.43353,54749742965.48487,56548326572.19251,59510716177.66299,62666484833.68452,64153449608.68623,65544828153.15942,67054515614.75062,73487248270.37758,78977063654.68163,80838488993.23161,87091739149.20662,93174076610.97108,96189687157.6613,97925811876.93436,98263051648.5785,98498402632.45078,101374267811.541,108594069012.6711,114446254667.9687,115921906812.5,119500085884.7656,123209187478.125,127184572165.2343,131686975475.3906,135315082627.7343,140133697111.7187,147464248780.0781,154961227382.0312,156033016834.3749,146857345228.9062,141994350229.2968,140887056364.4531,146472344255.8593,152674521314.4531,158266466283.2031,168391880923.0468,177576428631.6405,185370756688.2812,196036504105.8593,201212381740.6249,204607491185.9374,208723784010.1562,217083963641.0156,223113056688.6718,232081249383.5937,244411266137.1093,246328504412.1092,226434938283.203,233609048633.9842,239193227012.4998,235550696192.578,233242909380.078,232127848924.9998,233210733506.2499,239208760192.9687,247110710999.9999,250058686750.3905,253433824963.6718,247120696616.0155,253878739632.8124,257560103403.9062,254562199573.4374
Fragile and conflict affected situations,281343169338.4822,280840443170.8844,303006638542.5284,322631896637.498,339453208880.0828,360926601320.2138,364083745602.9736,343036569010.6495,364364192216.8129,411996161568.1576,462379742334.7719,497745095206.9313,516574801272.016,536942408114.4807,596060758846.6443,595428348306.6224,649326158385.9385,681708192979.422,680491811782.3767,723671520669.0422,762066737755.388,711834304605.5592,706067374465.6409,672925240875.9241,665141369625.6124,693407767245.1438,692708000358.575,703013040525.5822,728547075471.374,736106310035.6382,774153639005.5841,727690094882.886,729111146673.6354,715096001447.0338,690503774105.4395,688305206000.5631,711765878269.5211,744109414034.8965,780904697893.9862,805207219924.7574,849068369099.3435,883963606217.3259,926309492471.0012,936215133152.8842,1041693179813.993,1102461137105.812,1166619694281.873,1236473836963.964,1298796880130.103,1338561724969.631,1432499270515.105,1433024980677.804,1512830994255.511,1566387267407.08,1603173061410.88,1616325901440.203,1651350417930.801,1693690009593.126,1739679566858.29,1779581892529.492,1689525734164.812,1731373741969.253,1750397023337.342,1782121594449.613
France,508897751182.1165,533344343256.3265,569994160279.4503,605326016896.6487,644223451848.2139,675197188430.5787,710376197442.4518,745158757527.2725,778321728360.2611,833684910445.8916,885376114129.9701,932571962129.7736,974886244103.2043,1039326073768.815,1088078748095.254,1075844942752.049,1123030885020.765,1163152897116.303,1208457477209.338,1253113736744.506,1274121102921.847,1289261671159.12,1320752051309.491,1337420703941.969,1358946108345.019,1380268983374.528,1413251001531.159,1449327711875.272,1519101594661.875,1586020592048.636,1630899061497.0,1651067777946.678,1676098974581.985,1670081815454.98,1709890902753.872,1749300344619.074,1773739467452.504,1818562957208.599,1881350559081.675,1945303460153.516,2025858476369.783,2064338989662.438,2086380974391.261,2106573536491.984,2166995343999.612,2207920477001.029,2267844863251.48,2325232266173.563,2334072134826.582,2268145065263.81,2313515331848.507,2369909039492.566,2374265768198.235,2392826743884.24,2416703157283.958,2442483452642.499,2463489569508.324,2514819204022.093,2556210832827.887,2608036639287.317,2413981867221.765,2580120255345.614,2646451031159.256,2671234714330.383
French Polynesia,,,,,,2168263976.900986,2375909473.000941,2263311164.40782,2601241676.23493,2531373859.159949,2572552004.748601,2881320209.035759,2746039956.689953,2960301402.666067,3493186706.053196,3321926157.704981,3594444234.302411,3669172467.646011,4032147529.832676,4190446584.579477,4210766112.887416,4322183947.542378,4395600112.705536,4501958486.346818,4608217872.600019,4554265400.788425,5171267919.662398,5236934247.778827,5048476248.664736,5157416354.661174,5164114972.436127,5352890580.221831,5274878179.694486,5206427003.261508,5119670999.953935,5099757045.518055,5065663305.062025,5059441928.327683,5147140999.494246,5244449387.706271,5414653325.7104,5396157109.38092,5441818391.623761,5557561996.890491,5611540325.190006,5628934611.803242,5679008720.099798,5775834435.259101,5776225317.780725,5531810591.561646,5395392591.514619,5235583358.462996,5187021348.342198,5207707262.841865,5238617841.196662,5325846361.811863,5452049984.385908,5690550040.869877,5794802523.940049,5951258396.411418,5531635723.065132,5647511817.962565,5899733908.231991,
Gabon,1696430402.160316,1946939619.421093,2091971271.335392,2219423267.202125,2320505870.858017,2513881414.096175,2627207303.045054,2735320899.363718,2803944654.17385,3030584989.184526,3293619830.317031,3631503425.963311,4043205904.719315,4454902662.031778,6214014316.313159,7406490804.13761,10045078184.81212,8781197289.68249,6669389058.07285,6701028991.889606,6872102050.968599,7222258278.851466,6998547355.481857,7391042735.228778,7946028913.78889,7760652085.268968,7698287660.975656,6378336008.800519,7197655800.480863,7812717800.632606,8218372646.586677,8720720960.856174,8451237981.300996,8784770737.081781,9110927737.901411,9564091413.413551,9910794415.494171,10479512210.80236,10843972206.24321,9875321072.273144,9689372094.826242,9896262806.174416,9871617829.340816,10093465659.44062,10163064451.25383,10435048720.84432,10142180902.03935,10751534086.71228,10395827037.77266,10409376035.56519,11147389066.63466,11937934403.37885,12564804521.26145,13273296028.57934,13846034032.37112,14383107762.69518,14683922149.30883,14753324537.17274,14876945089.69213,15460241661.12593,15176119359.55329,15398898313.83727,15866657481.09284,16254737014.97421
"Gambia, The",,,,,,,253504725.7232352,253504725.7232352,277780701.967519,284546114.5232549,302056645.8393758,301857659.8637705,302587264.2715842,330577582.4957291,350011556.292565,393389990.3309127,422308976.5291005,436834614.9832937,464427038.901168,458258597.1723343,486991776.0143784,503169126.6541553,499321982.8762581,553664331.5661741,573237790.2747723,568581582.283382,591842657.0348748,606368444.288168,633514510.0410758,670864763.5759622,694740031.2311631,716325876.5053434,740528298.6034244,762833761.663294,764011164.754756,770748583.7703152,787886530.2876639,826492963.2595443,855420206.2461882,910167091.320248,960226283.311822,1015919410.079502,982902027.731066,1050427393.31825,1124482524.553976,1098037738.856178,1091937250.056105,1125167625.049353,1195557048.770949,1275249585.584929,1350595613.512877,1240786190.475813,1305822857.848222,1343336129.365442,1324430251.830271,1378176608.932041,1404959537.121748,1472715273.806754,1579264608.777913,1677527292.272329,1687449652.956736,1776141480.032182,1873704900.094442,1963596060.407943
Georgia,5243159135.673556,5498288150.050557,5779416530.199675,6022260625.294582,6349244544.443949,7019638203.703753,7548614493.010802,8020635559.049747,8378001665.830019,8778177254.151678,9836129832.765778,10079213236.64861,10365106122.07283,11037028854.09199,12009362469.62331,12895704865.71064,13682282556.98846,14625580176.34389,15712196494.77266,16870286034.55748,17642345727.74736,18571497605.37607,18943381710.2443,19758250884.97557,20830721461.67762,21860010300.47705,20072807510.21445,20330036655.824,21459462455.79416,19915715325.77563,16970422995.72821,13389689057.06212,7377748823.206488,5216056133.547066,4673678615.235756,4795034188.996557,5332200118.250655,5893190454.623438,6075968327.987099,6250184305.042481,6365211520.662382,6671206249.592991,7036389739.959083,7814405534.928635,8267069270.183646,9059975319.602377,9913559155.901508,11160245709.65894,11430503827.91152,11013204446.9733,11701134202.52533,12629541567.43158,13460417765.69571,14151325572.13758,14730184213.84937,15223796148.83962,15749049874.53438,16561685511.09827,17565660917.3341,18510819818.49567,17346401920.56995,19192793472.26803,21296041913.21442,22963990766.74738
Germany,917491579370.3888,956929400415.9156,1001172753324.639,1028557795645.514,1096848580990.947,1154369119995.793,1186832072235.461,1182912482345.054,1249969106464.169,1342693099158.669,1411212668800.251,1455421724741.185,1518009826210.91,1590532547155.268,1604689380211.737,1590780912725.347,1669512770702.662,1725395003999.272,1777303390393.638,1851067938078.88,1877146314061.103,1887080933535.737,1879629968652.383,1909185460396.691,1963080770242.179,2008780019603.589,2054727633425.566,2083538029569.148,2160779694125.987,2244975592426.021,2362949197161.71,2483654820949.245,2533680205307.878,2509019802333.054,2574193723450.541,2612945784475.611,2640072232962.628,2689040748598.271,2745407383018.285,2803887763760.384,2884562510841.217,2931769559373.652,2925076028983.88,2909575203020.534,2943395181897.322,2969464751675.733,3083959477633.354,3173089212221.551,3201977117826.16,3024422218182.649,3149837977159.826,3268207907666.637,3283708733629.983,3296391223767.131,3367906396055.512,3423568450957.029,3502129441730.163,3597248136065.735,3637409365003.906,3673343090202.778,3522914640155.797,3652205602572.65,3702230996916.899,3692366831510.82
Ghana,7657874898.30218,7920515043.762028,8245981569.342713,8609297389.77824,8799504964.726355,8919970088.233494,8540131860.984336,8802772006.066313,8835241939.819048,9365902029.415876,10276592945.77949,10812632834.05345,10543651789.24255,10847792302.30996,11591139095.74848,10150171684.00364,9791852068.407516,10014529285.39168,10863354338.49713,10590147340.68111,10640100636.06305,10267370787.5571,9556493927.87131,9120360630.361233,9909050150.574696,10413581059.53363,10954999871.33467,11480281037.40442,12126410628.72449,12743144436.39747,13167340507.28038,13862816574.1538,14400613325.40893,15099043151.44102,15597311536.10216,16238738334.77685,16986119958.80199,17698918267.49374,18530836590.65611,19346192812.37486,20062001962.22775,20864482066.41211,21803383667.38897,22937159647.11372,24221640585.23601,25650718304.68064,27292341859.0377,28478690589.00473,31084433518.16441,32590314875.06195,35164855870.69905,40104506631.69576,43831333975.41507,47036511237.55633,48379986962.94268,49406010054.26633,51072704881.72521,55224351374.44889,58648304058.64379,62465003607.23096,62786037290.3279,65973349399.44858,68491885061.46412,70508824388.01715
Greece,41539985102.93749,47024858749.20351,47196410522.83906,52786762231.07812,57753826211.28944,63972764681.12186,68127476608.20427,71989953935.02498,77175908165.86327,86100273992.09256,93789527849.45232,101143731004.1011,111420087106.1242,120436622387.2035,112682622905.1113,119856909668.4421,128069383176.7113,131835905390.6992,141389873182.8167,146030403081.2656,147019219831.1097,144734951363.3523,143095613891.58,141552152757.2253,144398173149.0706,148021926572.8315,148788177255.8421,145427255231.2284,151662975083.5315,157426167819.385,157426167819.385,162306379130.5182,163442523659.0569,160827442827.8307,164043991706.5776,167488456723.3167,169803934679.1745,175921772115.3874,181968090350.6706,186806232261.5299,194535951163.5237,203582678509.3827,213116734983.1651,225470734967.3245,237596249633.3788,240408215746.0721,255898673311.4557,264872707591.7467,265024939417.4178,254107830744.9557,239639588486.4499,215970915842.321,197978089531.7311,193479795857.3218,195012591244.2589,194567373678.0991,194505510567.8565,197370819841.3054,201445880947.4827,206033167541.3362,187085880547.5605,203277224063.0292,214952754695.5456,219965719224.0421
Greenland,,,,,,,,,,,713408661.2017095,806585906.0392156,856410923.9119799,914698328.3181655,966893338.1996226,973141791.0911224,1031133339.481762,1122103173.822612,1189616948.383687,1247439439.611415,1355667363.538236,1364686341.571054,1304371833.716108,1349466794.074116,1279569603.004794,1326355632.286139,1420491372.108578,1498843859.427134,1582833234.426226,1688242726.386377,1490388563.1779,1488697499.842138,1412599749.261565,1341575185.545265,1421055060.70202,1474041620.858292,1496589112.212447,1518572904.496456,1636383513.209158,1658930987.10214,1776741578.353668,1799289052.24665,1781814765.217941,1860749973.983869,1989264212.322172,2088478601.213238,2204508100.365143,2256367786.216334,2395498418.156497,2416242292.496973,2458184031.693794,2445978671.286393,2480080343.497631,2447881939.218306,2563963821.891273,2499113022.816754,2616120347.695147,2617499780.416441,2633808516.640351,2708402650.632366,2713483852.175362,2748493505.418337,,
Grenada,,,,,,,,,,,,,,,,,,294935712.4349292,310689415.0238149,328094495.4353334,326339898.6068498,331346564.4498834,345012163.4761873,357544988.7180746,370303857.706844,392446947.6329861,420680655.4460629,458951763.0148215,472567905.7547389,490372992.1224344,510049757.2371705,517116730.1603266,512715297.5424751,502672150.4057996,511185184.9914591,522070746.4742817,545241471.5865589,572588028.2020186,639887179.2281139,684028916.0179641,717463922.0327804,702943169.4226035,727105600.3844712,795918681.2184612,790765503.2011338,895749020.6597483,859960907.0395144,912620191.3490212,921267656.6655676,860341634.5621887,855944031.1004561,862490064.6560155,852529700.2278142,872573509.1023226,936638937.7860482,997007407.4074072,1034291535.855123,1080200382.60863,1127312678.428063,1134939081.031441,978809798.8044876,1024691294.442861,1099706286.218824,1138923226.802722
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800664422.202003,4842877343.039127,5157363603.275706,5345211101.000912,5149976342.12921,5186912647.861694,5292444949.954506,5315662056.414925,5435968880.80073,5440190172.884441,5556275705.186534,5650199454.049136,5751510464.058235,5799000000.0,5809553230.209281,5861264058.234758,5812719199.272065,5959409099.181073,5332547224.749772,5442300818.926296,5719850773.430391,
Guatemala,7658203953.945897,7987393256.090721,8269867519.461058,9058899212.49102,9478597327.419622,9892031877.094614,10437290960.90317,10866490694.86895,11819051078.34854,12378908774.46556,13085482478.02948,13816143700.94149,14829288650.50975,15835134733.10222,16844629307.49717,17173098032.92312,18441720400.6161,19881875044.63581,20875310670.92596,21859259273.40995,22681162648.10035,22827877701.63572,22022033299.7771,21455606465.40402,21562175980.5337,21430789242.61268,21461445899.94207,22222035959.97367,23087003612.93665,23997229397.82156,24741758600.27683,25646873675.01633,26887756327.04663,27943673995.07066,29070849568.63263,30509434368.80156,31411836282.32366,32782677071.62061,34419689165.77886,35743836013.2142,37033784129.52515,37897624870.09194,39352623487.46635,40360199271.01903,41626668759.02458,42990369635.92079,45290955325.29017,48161368665.89403,49747574901.77091,49984820144.55508,51426470044.89621,53567820370.74537,55161306913.26009,57199417471.40988,59741346761.36166,62186064718.74239,63851284748.83895,65817809494.36275,68060138938.47538,70794725855.02245,69530649250.79002,75116232449.19827,78271231309.95238,81031694944.97876
Guinea,,,,,,,,,,,1942094537.42791,2046303803.611478,2093679410.455767,2126493371.60931,2238138977.041674,2302528457.744905,2484966268.007981,2401643613.440618,2564865665.155356,2533885659.638907,2599801856.255155,2615653814.135338,2662735707.357186,2697351586.676427,2735114764.044888,2871868603.634346,2961299741.688355,3059020822.116066,3251987425.51287,3382179961.946321,3528427545.982209,3620640283.151783,3739069518.82914,3927673589.836662,4083606123.909463,4271765348.974592,4462353367.481624,4693574823.867522,4864614381.036055,5050053677.454009,5176459579.464493,5365832405.72436,5642956694.131946,5713414722.473075,5847115329.550723,6022369313.036175,6094011545.873542,6509469022.496365,6778506429.104093,6702408065.671584,7025019105.91374,7419271030.304235,7858142150.250897,8168199850.29177,8470141696.431184,8794201742.846092,9745789528.355488,10749606370.46786,11433119223.7578,12075307751.6835,12643401588.69853,13349198344.07296,13879482945.93801,14815644972.12815
Guinea-Bissau,,,,,,,,,,,309755918.7775071,297641465.5939369,316615694.9874831,320129789.7593359,334725278.5414269,360986432.5096624,378831635.4575919,351669142.123436,397829386.2734088,405762678.5524123,341032772.5315068,402989997.4915582,419915908.3807572,405645958.8541495,442597153.7812837,461037932.7558568,457377994.0700698,470641955.9326782,492291485.8511474,522321266.5930704,554182863.7835915,582446190.0278567,588853097.9304131,601219012.9228462,620458021.4513954,647758174.433145,722898122.6958061,769886500.6219817,597079877.976298,697478986.4526664,705153195.3956702,738901627.4167159,765900620.2546417,763710672.5516787,772660533.1818044,823345295.6812094,845299838.603667,866938047.6297679,906163311.0649308,928345745.4524184,980382895.4345218,1059647261.07297,1041496885.435444,1075408772.950227,1085781367.438369,1152384166.796375,1213536542.708937,1271652706.032891,1319485332.477302,1392722780.6646,1413547808.385889,1500942899.13729,1570073804.595119,1651706154.163411
Guyana,1555849243.710085,1628811172.246479,1646808327.277537,1444602377.029586,1608713286.327451,1778288055.66404,1871350740.24171,1952073734.274444,1972079123.760254,2110013962.868617,2199804697.495438,2268281336.587473,2193027225.963074,2220324260.246214,2391352284.369735,2594211213.122006,2634081989.731499,2564577004.01239,2518255902.1123,2472028372.686285,2514890618.694239,2552517555.061547,2215837056.707062,2065328835.409695,1961468862.254183,2008537592.24204,1990448657.749786,2008350685.183672,1934171587.847098,1839074818.141233,1782661480.134028,1890652727.137538,2037327406.13112,2203881070.820959,2391925529.873602,2512273984.619242,2712138382.149912,2879766586.43647,2831412296.327457,2915226398.470737,2875468427.078221,2941015352.677476,2974326085.518306,2955521640.87583,3001726850.82003,2943164432.842288,3094137270.70843,3316643991.452739,3374858506.066743,3496741806.937628,3641452424.568552,3830671453.005643,4032790343.85011,4180123674.470484,4250621228.251751,4279840193.7046,4442793237.239928,4608708975.078155,4813377725.773476,5071030135.731618,7275896377.20418,8735443232.30197,14268000140.00655,19090957594.04492
Haiti,6694501128.557449,6498219674.869443,7010771683.474232,6878072319.311933,6764765888.123173,6911006452.424645,6871213789.452135,6725703043.187331,6939689176.201309,7204226191.744081,7251136777.726792,7721038031.594852,7796480893.274333,8167228671.566534,8639285435.549448,8736283400.77109,9473523979.628555,9824816121.511955,10434825547.20726,11223742331.10569,12051458300.90129,11707665179.61609,11290433820.89546,11392971447.75377,11427254839.77361,11496233326.07386,11439039014.79418,11348253230.33823,11370998175.37954,11039712740.23372,11154318515.46345,11364080463.8,10760655413.91196,10176750400.45737,8960564685.927517,9847455167.827724,10255215964.95981,10532590219.79543,10762394520.9594,11054082104.34425,11150259169.23753,11112041891.95784,11228920585.93165,11619774577.79602,11466642593.06651,11818917734.00599,12027964912.68035,12594064682.47833,12928818990.66362,13690375422.77199,12916662276.64,13575181302.27337,13643386325.96643,14233433330.5029,14644604839.58919,14849629308.60248,15118774099.59281,15498296353.59773,15756778637.99762,15485274058.24296,14973407477.25607,14704149691.21039,14456828250.62944,14187369712.67641
Heavily indebted poor countries (HIPC),120417573077.0806,120243897929.8107,128936359125.6098,133310222619.6018,137882061625.5882,143331675743.7219,148918784143.0522,152516197722.5908,159466426664.0467,166710191169.8952,166805218629.7121,174417130474.174,178130856160.3745,183926668293.7748,193504589656.328,197418909413.4188,205035410476.9275,212378655500.0366,217764366588.0476,219146774838.2326,220556897080.6346,226854044740.4774,228181504190.9704,228938109571.1136,231805603389.2415,235220339548.086,242561501257.6794,250577616954.039,253705914074.5147,257491325012.4519,254792595298.7792,255939876589.9447,252849074575.2753,254046942511.6305,253661533545.3826,266211198306.3626,279816555419.4694,295335147841.1925,305679091296.4774,315187666103.7896,324304359749.0991,335946275465.0239,348941985214.8867,362552087621.199,383062313782.5001,404364458970.7693,428041174732.021,451441184373.6064,476894503570.387,494678542227.9573,524859121979.7355,548280035544.5493,570280668906.7021,603567304067.167,638874917440.2461,668868898578.296,698653681598.3076,733884983902.0421,764572407748.7101,798400221250.0316,800259428063.149,834398903187.8044,874541820600.6847,909360092640.4772
High income,9337852192015.3,9754494850988.592,10301485634210.16,10821730964547.73,11510441395624.5,12147358646335.66,12817632029588.37,13307140574308.07,14091991059775.86,14883894083576.08,15335962157056.98,15938243364188.53,16814817902152.21,17876946153516.77,18085318947702.09,18058039613733.94,18955557672147.14,19693095805008.27,20532570085730.73,21375019593735.17,21652025793564.36,22073519500384.71,22034028421703.91,22664118269920.61,23725198004295.55,24566987902738.7,25336352721977.25,26235789630138.91,27457532539583.89,28523337595139.63,29273404248944.46,29521040791391.28,29967457500859.12,30293873540334.29,31174624037310.07,32024645815751.44,32955333021294.29,34110944759141.76,35038085997362.66,36291236257538.38,37837833221211.73,38440956467142.03,39070505434255.1,39965854193436.45,41373496628592.46,42612340617051.01,43995708323418.23,45252860738753.23,45555784266220.76,44026249709201.88,45362091739586.73,46285169329733.45,46956278753190.4,47710588295439.25,48735210498279.84,49875503824324.95,50785141188183.52,52036148520657.3,53266571470321.41,54281884301810.93,52182339286318.68,55197692751535.05,56797832930107.1,57808823390117.09
